record_key,xml_path,split,triple_bucket,category,eid,declared_size_raw,declared_size,declared_size_valid,expected_triple_count,source_triple_count,english_lexicalisations,english_lids_unique,es_target_triple_count,es_target_lexicalisations,es_target_lids_unique,es_lid_set_equal,ca_target_triple_count,ca_target_lexicalisations,ca_target_lids_unique,ca_lid_set_equal
dev/1triples/Astronaut_allSolutions.xml::Id4,dev/1triples/Astronaut_allSolutions.xml,dev,1triples,Astronaut,Id4,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
dev/1triples/Astronaut_allSolutions.xml::Id5,dev/1triples/Astronaut_allSolutions.xml,dev,1triples,Astronaut,Id5,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
dev/1triples/Astronaut_allSolutions.xml::Id6,dev/1triples/Astronaut_allSolutions.xml,dev,1triples,Astronaut,Id6,1,1,True,1,1,4,True,1,4,True,True,1,4,True,True
dev/1triples/Astronaut_allSolutions.xml::Id7,dev/1triples/Astronaut_allSolutions.xml,dev,1triples,Astronaut,Id7,1,1,True,1,1,5,True,1,5,True,True,1,5,True,True
dev/1triples/Astronaut_allSolutions.xml::Id8,dev/1triples/Astronaut_allSolutions.xml,dev,1triples,Astronaut,Id8,1,1,True,1,1,4,True,1,4,True,True,1,4,True,True
dev/1triples/Athlete_allSolutions.xml::Id1,dev/1triples/Athlete_allSolutions.xml,dev,1triples,Athlete,Id1,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
dev/1triples/Athlete_allSolutions.xml::Id2,dev/1triples/Athlete_allSolutions.xml,dev,1triples,Athlete,Id2,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
dev/1triples/Athlete_allSolutions.xml::Id3,dev/1triples/Athlete_allSolutions.xml,dev,1triples,Athlete,Id3,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
dev/1triples/Athlete_allSolutions.xml::Id4,dev/1triples/Athlete_allSolutions.xml,dev,1triples,Athlete,Id4,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
dev/1triples/Athlete_allSolutions.xml::Id5,dev/1triples/Athlete_allSolutions.xml,dev,1triples,Athlete,Id5,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
dev/1triples/Athlete_allSolutions.xml::Id6,dev/1triples/Athlete_allSolutions.xml,dev,1triples,Athlete,Id6,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
dev/1triples/Athlete_allSolutions.xml::Id7,dev/1triples/Athlete_allSolutions.xml,dev,1triples,Athlete,Id7,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
dev/1triples/Athlete_allSolutions.xml::Id8,dev/1triples/Athlete_allSolutions.xml,dev,1triples,Athlete,Id8,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
dev/1triples/Athlete_allSolutions.xml::Id9,dev/1triples/Athlete_allSolutions.xml,dev,1triples,Athlete,Id9,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
dev/1triples/Athlete_allSolutions.xml::Id10,dev/1triples/Athlete_allSolutions.xml,dev,1triples,Athlete,Id10,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
dev/1triples/Athlete_allSolutions.xml::Id11,dev/1triples/Athlete_allSolutions.xml,dev,1triples,Athlete,Id11,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
dev/1triples/Athlete_allSolutions.xml::Id12,dev/1triples/Athlete_allSolutions.xml,dev,1triples,Athlete,Id12,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
dev/1triples/Athlete_allSolutions.xml::Id13,dev/1triples/Athlete_allSolutions.xml,dev,1triples,Athlete,Id13,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
dev/1triples/Athlete_allSolutions.xml::Id14,dev/1triples/Athlete_allSolutions.xml,dev,1triples,Athlete,Id14,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
dev/1triples/Athlete_allSolutions.xml::Id15,dev/1triples/Athlete_allSolutions.xml,dev,1triples,Athlete,Id15,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
dev/1triples/Athlete_allSolutions.xml::Id16,dev/1triples/Athlete_allSolutions.xml,dev,1triples,Athlete,Id16,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
dev/1triples/Athlete_allSolutions.xml::Id17,dev/1triples/Athlete_allSolutions.xml,dev,1triples,Athlete,Id17,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
dev/1triples/Athlete_allSolutions.xml::Id18,dev/1triples/Athlete_allSolutions.xml,dev,1triples,Athlete,Id18,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
dev/1triples/Athlete_allSolutions.xml::Id19,dev/1triples/Athlete_allSolutions.xml,dev,1triples,Athlete,Id19,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
dev/1triples/Athlete_allSolutions.xml::Id20,dev/1triples/Athlete_allSolutions.xml,dev,1triples,Athlete,Id20,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
dev/1triples/Athlete_allSolutions.xml::Id21,dev/1triples/Athlete_allSolutions.xml,dev,1triples,Athlete,Id21,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
dev/1triples/Athlete_allSolutions.xml::Id22,dev/1triples/Athlete_allSolutions.xml,dev,1triples,Athlete,Id22,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
dev/1triples/Athlete_allSolutions.xml::Id23,dev/1triples/Athlete_allSolutions.xml,dev,1triples,Athlete,Id23,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
dev/1triples/Athlete_allSolutions.xml::Id24,dev/1triples/Athlete_allSolutions.xml,dev,1triples,Athlete,Id24,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
dev/1triples/Athlete_allSolutions.xml::Id25,dev/1triples/Athlete_allSolutions.xml,dev,1triples,Athlete,Id25,1,1,True,1,1,1,True,1,1,True,True,1,1,True,True
dev/1triples/Athlete_allSolutions.xml::Id26,dev/1triples/Athlete_allSolutions.xml,dev,1triples,Athlete,Id26,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
dev/1triples/Athlete_allSolutions.xml::Id27,dev/1triples/Athlete_allSolutions.xml,dev,1triples,Athlete,Id27,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
dev/1triples/Athlete_allSolutions.xml::Id28,dev/1triples/Athlete_allSolutions.xml,dev,1triples,Athlete,Id28,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
dev/1triples/Athlete_allSolutions.xml::Id29,dev/1triples/Athlete_allSolutions.xml,dev,1triples,Athlete,Id29,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
dev/1triples/Athlete_allSolutions.xml::Id30,dev/1triples/Athlete_allSolutions.xml,dev,1triples,Athlete,Id30,1,1,True,1,1,1,True,1,1,True,True,1,1,True,True
dev/1triples/Athlete_allSolutions.xml::Id31,dev/1triples/Athlete_allSolutions.xml,dev,1triples,Athlete,Id31,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
dev/1triples/Athlete_allSolutions.xml::Id32,dev/1triples/Athlete_allSolutions.xml,dev,1triples,Athlete,Id32,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
dev/1triples/Athlete_allSolutions.xml::Id33,dev/1triples/Athlete_allSolutions.xml,dev,1triples,Athlete,Id33,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
dev/1triples/Athlete_allSolutions.xml::Id34,dev/1triples/Athlete_allSolutions.xml,dev,1triples,Athlete,Id34,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
dev/1triples/Athlete_allSolutions.xml::Id35,dev/1triples/Athlete_allSolutions.xml,dev,1triples,Athlete,Id35,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
dev/1triples/Building_allSolutions.xml::Id1,dev/1triples/Building_allSolutions.xml,dev,1triples,Building,Id1,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
dev/1triples/Building_allSolutions.xml::Id2,dev/1triples/Building_allSolutions.xml,dev,1triples,Building,Id2,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
dev/1triples/Building_allSolutions.xml::Id3,dev/1triples/Building_allSolutions.xml,dev,1triples,Building,Id3,1,1,True,1,1,1,True,1,1,True,True,1,1,True,True
dev/1triples/Building_allSolutions.xml::Id4,dev/1triples/Building_allSolutions.xml,dev,1triples,Building,Id4,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
dev/1triples/Building_allSolutions.xml::Id5,dev/1triples/Building_allSolutions.xml,dev,1triples,Building,Id5,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
dev/1triples/Building_allSolutions.xml::Id6,dev/1triples/Building_allSolutions.xml,dev,1triples,Building,Id6,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
dev/1triples/Building_allSolutions.xml::Id7,dev/1triples/Building_allSolutions.xml,dev,1triples,Building,Id7,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
dev/1triples/Building_allSolutions.xml::Id8,dev/1triples/Building_allSolutions.xml,dev,1triples,Building,Id8,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
dev/1triples/Building_allSolutions.xml::Id9,dev/1triples/Building_allSolutions.xml,dev,1triples,Building,Id9,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
dev/1triples/Building_allSolutions.xml::Id10,dev/1triples/Building_allSolutions.xml,dev,1triples,Building,Id10,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
dev/1triples/Building_allSolutions.xml::Id11,dev/1triples/Building_allSolutions.xml,dev,1triples,Building,Id11,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
dev/1triples/Building_allSolutions.xml::Id12,dev/1triples/Building_allSolutions.xml,dev,1triples,Building,Id12,1,1,True,1,1,1,True,1,1,True,True,1,1,True,True
dev/1triples/Building_allSolutions.xml::Id13,dev/1triples/Building_allSolutions.xml,dev,1triples,Building,Id13,1,1,True,1,1,1,True,1,1,True,True,1,1,True,True
dev/1triples/Building_allSolutions.xml::Id14,dev/1triples/Building_allSolutions.xml,dev,1triples,Building,Id14,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
dev/1triples/Building_allSolutions.xml::Id15,dev/1triples/Building_allSolutions.xml,dev,1triples,Building,Id15,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
dev/1triples/Building_allSolutions.xml::Id16,dev/1triples/Building_allSolutions.xml,dev,1triples,Building,Id16,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
dev/1triples/Building_allSolutions.xml::Id17,dev/1triples/Building_allSolutions.xml,dev,1triples,Building,Id17,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
dev/1triples/Building_allSolutions.xml::Id18,dev/1triples/Building_allSolutions.xml,dev,1triples,Building,Id18,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
dev/1triples/Building_allSolutions.xml::Id19,dev/1triples/Building_allSolutions.xml,dev,1triples,Building,Id19,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
dev/1triples/Building_allSolutions.xml::Id20,dev/1triples/Building_allSolutions.xml,dev,1triples,Building,Id20,1,1,True,1,1,1,True,1,1,True,True,1,1,True,True
dev/1triples/Building_allSolutions.xml::Id21,dev/1triples/Building_allSolutions.xml,dev,1triples,Building,Id21,1,1,True,1,1,1,True,1,1,True,True,1,1,True,True
dev/1triples/Building_allSolutions.xml::Id22,dev/1triples/Building_allSolutions.xml,dev,1triples,Building,Id22,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
dev/1triples/Building_allSolutions.xml::Id23,dev/1triples/Building_allSolutions.xml,dev,1triples,Building,Id23,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
dev/1triples/Building_allSolutions.xml::Id24,dev/1triples/Building_allSolutions.xml,dev,1triples,Building,Id24,1,1,True,1,1,1,True,1,1,True,True,1,1,True,True
dev/1triples/Building_allSolutions.xml::Id25,dev/1triples/Building_allSolutions.xml,dev,1triples,Building,Id25,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
dev/1triples/Building_allSolutions.xml::Id26,dev/1triples/Building_allSolutions.xml,dev,1triples,Building,Id26,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
dev/1triples/Building_allSolutions.xml::Id27,dev/1triples/Building_allSolutions.xml,dev,1triples,Building,Id27,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
dev/1triples/Building_allSolutions.xml::Id28,dev/1triples/Building_allSolutions.xml,dev,1triples,Building,Id28,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
dev/1triples/Building_allSolutions.xml::Id29,dev/1triples/Building_allSolutions.xml,dev,1triples,Building,Id29,1,1,True,1,1,1,True,1,1,True,True,1,1,True,True
dev/1triples/Building_allSolutions.xml::Id30,dev/1triples/Building_allSolutions.xml,dev,1triples,Building,Id30,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
dev/1triples/CelestialBody_allSolutions.xml::Id1,dev/1triples/CelestialBody_allSolutions.xml,dev,1triples,CelestialBody,Id1,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
dev/1triples/CelestialBody_allSolutions.xml::Id2,dev/1triples/CelestialBody_allSolutions.xml,dev,1triples,CelestialBody,Id2,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
dev/1triples/CelestialBody_allSolutions.xml::Id3,dev/1triples/CelestialBody_allSolutions.xml,dev,1triples,CelestialBody,Id3,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
dev/1triples/CelestialBody_allSolutions.xml::Id4,dev/1triples/CelestialBody_allSolutions.xml,dev,1triples,CelestialBody,Id4,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
dev/1triples/CelestialBody_allSolutions.xml::Id5,dev/1triples/CelestialBody_allSolutions.xml,dev,1triples,CelestialBody,Id5,1,1,True,1,1,2,True,1,2,True,True,1,2,True,True
dev/1triples/CelestialBody_allSolutions.xml::Id6,dev/1triples/CelestialBody_allSolutions.xml,dev,1triples,CelestialBody,Id6,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
dev/1triples/CelestialBody_allSolutions.xml::Id7,dev/1triples/CelestialBody_allSolutions.xml,dev,1triples,CelestialBody,Id7,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
dev/1triples/CelestialBody_allSolutions.xml::Id8,dev/1triples/CelestialBody_allSolutions.xml,dev,1triples,CelestialBody,Id8,1,1,True,1,1,3,True,1,3,True,True,1,3,True,True
