kind,lang,source_token,source_query_text,mt_nllb,mt_madlad,mt_salamandra,vote_threshold,sim_nllb_madlad,sim_nllb_salamandra,sim_madlad_salamandra,agree_nllb_madlad,agree_nllb_salamandra,agree_madlad_salamandra,mt_voted,final_text,final_source,processed_at,cos_en_nllb,cos_en_madlad,cos_en_salamandra,gte_winner,lang_nllb,lang_madlad,lang_salamandra,output_token
relation,en,Any,Any,Year,Any,Year,0.9,0.0,0.0,0.0,0,0,0,Year,Year,mt_vote,2026-03-19T13:14:13,,,,,en,en,en,Year
relation,en,AnyD'iniciDeProducció,Any D'inici De Producció,Year of start of production,Year Of Start Of Production,Year Of Start Of Production,0.9,0.0,0.0,0.0,0,0,0,Year of start of production,Year of start of production,mt_vote,2026-03-19T13:14:14,,,,,en,en,en,YearOfStartOfProduction
relation,en,AnyDeConstrucció,Any De Construcció,Year of construction,Year of Construction,Year Built,0.9,0.0,0.0,0.0,0,0,0,Year of construction,Year of construction,mt_vote,2026-03-19T13:14:14,,,,,en,en,en,YearOfConstruction
relation,en,AnyDeDissolució,Any De Dissolució,Year of Dissolution,Year Of Dissolution,Year Of Dissolution,0.9,0.0,0.0,0.0,0,0,0,Year of Dissolution,Year of Dissolution,mt_vote,2026-03-19T13:14:15,,,,,en,en,en,YearOfDissolution
relation,en,AnyDeFundació,Any De Fundació,Year of foundation,Year of Foundation,Foundation Year,0.9,0.0,0.0,0.0,0,0,0,Year of foundation,Year of foundation,mt_vote,2026-03-19T13:14:16,,,,,en,en,en,YearOfFoundation
relation,en,AnyDeL'Esborrany,Any De L'Esborrany,Year of the Draft,Year Of Draft,Year Of The Draft,0.9,0.0,0.0,0.0,0,0,0,Year of the Draft,Year of the Draft,mt_vote,2026-03-19T13:14:16,,,,,en,en,en,YearOfTheDraft
relation,en,AnyDeLaMort,Any De La Mort,Year of death,Year of Death,Year Of Death,0.9,0.0,0.0,0.0,0,0,0,Year of death,Year of death,mt_vote,2026-03-19T13:14:17,,,,,en,en,en,YearOfDeath
relation,en,AnyDeNaixement,Any De Naixement,Year of Birth,Year of Birth,Birth Year,0.9,0.0,0.0,0.0,0,0,0,Year of Birth,Year of Birth,mt_vote,2026-03-19T13:14:17,,,,,en,en,en,YearOfBirth
relation,en,AnysActiusAnyD'inici,Anys Actius Any D'inici,Active years Starting year,Active Years Starting Year,Active Years Start Year,0.9,0.0,0.0,0.0,0,0,0,Active years Starting year,Active years Starting year,mt_vote,2026-03-19T13:14:18,,,,,en,en,en,ActiveYearsStartingYear
relation,en,AnysActiusDataD'inici,Anys Actius Data D'inici,Active years Start date,Years Active Start Date,Active Years Start Date,0.9,0.0,0.0,0.0,0,0,0,Active years Start date,Active years Start date,mt_vote,2026-03-19T13:14:18,,,,,en,en,en,ActiveYearsStartDate
relation,en,AnysActiusFinD'any,Anys Actius Fin D'any,Active years End of year,Active Years New Year's Eve,Active Years End of Year,0.9,0.0,0.0,0.0,0,0,0,Active years End of year,Active years End of year,mt_vote,2026-03-19T13:14:19,,,,,en,en,en,ActiveYearsEndOfYear
relation,en,AnysDeModel,Anys De Model,Model years,Years of Model,Model Years,0.9,0.0,0.0,0.0,0,0,0,Model Years,Model Years,mt_vote_revoted_gte_langfilter,2026-03-19T13:41:06,,,0.7681418657302856,salamandra,en,en,es,ModelYears
relation,en,Apoapsis,Apoapsis,Apoptosis,Apoapsis,Apoapsis,0.9,0.0,0.0,0.0,0,0,0,Apoapsis,Apoapsis,mt_vote,2026-03-19T13:14:20,,,,,en,en,en,Apoapsis
relation,en,Arquitecte,Arquitecte,Architect,Architect,Architect,0.9,0.0,0.0,0.0,0,0,0,Architect,Architect,mt_vote,2026-03-19T13:14:21,,,,,en,en,en,Architect
relation,en,Arquitectura,Arquitectura,Architecture,Architecture,Architecture,0.9,1.0,1.0,1.0,1,1,1,Architecture,Architecture,mt_vote_revoted_gte_langfilter,2026-03-19T13:41:06,0.9121461510658264,0.9121461510658264,0.9121461510658264,nllb,fr,fr,fr,Architecture
relation,en,ArrondissementAdministratiu,Arrondissement Administratiu,Administrative district,Arrondissement Administratiu,Administrative Arrondissement,0.9,0.4706,0.7308,0.4912,0,0,0,Arrondissement Administratiu,Arrondissement Administratiu,mt_vote_revoted_gte_langfilter,2026-03-19T13:41:06,0.855043351650238,1.0,0.9509583711624146,madlad,it,fr,fr,ArrondissementAdministratiu
relation,en,Artista,Artista,Artist,Artist,Artist,0.9,0.0,0.0,0.0,0,0,0,Artist,Artist,mt_vote,2026-03-19T13:14:22,,,,,en,en,en,Artist
relation,en,ArtistaMusical,Artista Musical,Musical artist,Artista Musical,Musical Artist,0.9,0.0,0.0,0.0,0,0,0,Musical artist,Musical artist,mt_vote,2026-03-19T13:14:23,,,,,en,en,en,MusicalArtist
relation,en,Assemblea,Assemblea,Assembly,Assembly,Assembly,0.9,1.0,1.0,1.0,1,1,1,Assembly,Assembly,mt_vote_revoted_gte_langfilter,2026-03-19T13:41:06,0.794082522392273,0.794082522392273,0.794082522392273,nllb,fr,fr,fr,Assembly
relation,en,AssessorDoctoral,Assessor Doctoral,Doctoral advisor,Assessor Doctoral,Doctoral Advisor,0.9,0.0,1.0,0.0,0,1,0,Doctoral Advisor,Doctoral Advisor,mt_vote_revoted_gte_langfilter,2026-03-19T13:41:06,0.812556266784668,,0.8323611617088318,salamandra,es,en,es,DoctoralAdvisor
relation,en,Autor,Autor,Author,Author,Author,0.9,0.0,0.0,0.0,0,0,0,Author,Author,mt_vote,2026-03-19T13:14:24,,,,,en,en,en,Author
relation,en,AvióD'atac,Avió D'atac,Attack aircraft,Attack Plane,Attack aircraft,0.9,0.0,0.0,0.0,0,0,0,Attack Plane,Attack Plane,mt_vote_revoted_gte_langfilter,2026-03-19T13:41:06,,0.8520037531852722,,madlad,en,fi,en,AttackPlane
relation,en,AvióDeCombat,Avió De Combat,Fighter aircraft,Fighter aircraft,Fighter Plane,0.9,1.0,0.6207,0.6207,1,0,0,Fighter aircraft,Fighter aircraft,mt_vote_revoted_gte_langfilter,2026-03-19T13:41:06,0.8054767847061157,0.8054767847061157,0.8306459784507751,nllb,nl,nl,de,FighterAircraft
relation,en,AvióDeTransport,Avió De Transport,Transport aircraft,Aircraft transport,Transport Aircraft,0.9,0.0,0.0,0.0,0,0,0,Transport aircraft,Transport aircraft,mt_vote_revoted_gte_langfilter,2026-03-19T13:41:06,0.8813999891281128,,,nllb,fr,en,en,TransportAircraft
relation,en,BackupPilot,Backup Pilot,Backup Pilot,Backup Pilot,Backup Pilot,0.9,1.0,1.0,1.0,1,1,1,Backup Pilot,Backup Pilot,mt_vote_revoted_gte_langfilter,2026-03-19T13:41:06,1.0000001192092896,1.0000001192092896,1.0000001192092896,nllb,ro,ro,ro,BackupPilot
relation,en,BandaAssociada/artistaMusicalAssociat,Banda Associada/artista Musical Associat,Associated band/artist Musical Associate,Associated Band/Associated Musical Artist,Associated Band/Associated Musical Artist,0.9,0.0,0.0,0.0,0,0,0,Associated Band/Associated Musical Artist,Associated Band/Associated Musical Artist,mt_vote,2026-03-19T13:14:27,,,,,en,en,en,AssociatedBand/AssociatedMusicalArtist
relation,en,BandaMusical,Banda Musical,Musical band,Banda Musical,Musical Band,0.9,0.0,0.0,0.0,0,0,0,Banda Musical,Banda Musical,mt_vote_revoted_gte_langfilter,2026-03-19T13:41:06,,1.0,,madlad,en,es,en,BandaMusical
relation,en,Batalla,Batalla,Battle,Batalla,Battle,0.9,0.0,0.0,0.0,0,0,0,Batalla,Batalla,mt_vote_revoted_gte_langfilter,2026-03-19T13:41:06,,1.0,,madlad,en,it,en,Batalla
relation,en,BeamDeVaixell,Beam De Vaixell,Beam from Vaixell,Ship's Beam,Boat Beam,0.9,0.0,0.0,0.0,0,0,0,Boat Beam,Boat Beam,mt_vote,2026-03-19T13:14:29,,,,,en,en,en,BoatBeam
relation,en,BrancaMilitar,Branca Militar,Military branch,Branca Militar,Military Branch,0.9,0.0,0.0,0.0,0,0,0,Branca Militar,Branca Militar,mt_vote_revoted_gte_langfilter,2026-03-19T13:41:06,,1.0,,madlad,en,it,en,BrancaMilitar
relation,en,CampProfessional,Camp Professional,Professional field,Camp Professional,Professional field,0.9,0.0,0.0,0.0,0,0,0,Professional field,Professional field,mt_vote,2026-03-19T13:14:30,,,,,en,en,en,ProfessionalField
relation,en,Campions,Campions,Champions,Champs,Champions,0.9,0.0,0.0,0.0,0,0,0,Champions,Champions,mt_vote,2026-03-19T13:14:30,,,,,en,en,en,Champions
relation,en,Campus,Campus,Campus,Campus,Campus,0.9,0.0,0.0,0.0,0,0,0,Campus,Campus,mt_vote,2026-03-19T13:14:31,,,,,en,en,en,Campus
relation,en,CanalDeDesplaçamentTemporal,Canal De Desplaçament Temporal,Channel of Temporal Displacement,Time Shift Channel,Temporal Displacement Channel,0.9,0.0,0.0,0.0,0,0,0,Temporal Displacement Channel,Temporal Displacement Channel,mt_vote,2026-03-19T13:14:31,,,,,en,en,en,TemporalDisplacementChannel
relation,en,Canceller,Canceller,Chancellor,Canceller,Chancellor,0.9,0.0,0.0,0.0,0,0,0,Chancellor,Chancellor,mt_vote,2026-03-19T13:14:32,,,,,en,en,en,Chancellor
relation,en,Cap,Cap,Head,No,,0.9,0.0,0.0,0.0,0,0,0,,,mt_vote,2026-03-19T13:14:32,,,,,en,en,und,
relation,en,Capital,Capital,Capital,Capital,Capital,0.9,0.0,0.0,0.0,0,0,0,Capital,Capital,mt_vote,2026-03-19T13:14:33,,,,,en,en,en,Capital
relation,en,CapitalDelComtat,Capital Del Comtat,Capital of the County,Capital del Comtat,County Seat,0.9,0.0,0.0,0.0,0,0,0,Capital del Comtat,Capital del Comtat,mt_vote_revoted_gte_langfilter,2026-03-19T13:41:06,,0.9729421138763428,,madlad,en,ca,en,CapitalDelComtat
relation,en,CausaDeLaMort,Causa De La Mort,Cause of death,Cause of death,Cause of death,0.9,0.0,0.0,0.0,0,0,0,Cause of death,Cause of death,mt_vote,2026-03-19T13:14:34,,,,,en,en,en,CauseOfDeath
relation,en,Certificació,Certificació,Certified,Certification,Certification,0.9,0.0,0.0,0.0,0,0,0,Certification,Certification,mt_vote,2026-03-19T13:14:34,,,,,en,en,en,Certification
relation,en,ChristeningDate,Christening Date,Christening Date,Christening Date,Date of Christening,0.9,0.0,0.0,0.0,0,0,0,Christening Date,Christening Date,mt_vote,2026-03-19T13:14:35,,,,,en,en,en,ChristeningDate
relation,en,Cinematografia,Cinematografia,Cinematography,Cinematography,Cinematography,0.9,0.0,0.0,0.0,0,0,0,Cinematography,Cinematography,mt_vote,2026-03-19T13:14:35,,,,,en,en,en,Cinematography
relation,en,Ciutadania,Ciutadania,Citizenship,Citizenship,Citizenship,0.9,1.0,1.0,1.0,1,1,1,Citizenship,Citizenship,mt_vote_revoted_gte_langfilter,2026-03-19T13:41:06,0.7563091516494751,0.7563091516494751,0.7563091516494751,nllb,eu,eu,eu,Citizenship
relation,en,Ciutat,Ciutat,City,City,City,0.9,0.0,0.0,0.0,0,0,0,City,City,mt_vote,2026-03-19T13:14:36,,,,,en,en,en,City
relation,en,CiutatMésGran,Ciutat Més Gran,Larger City,Larger City,Biggest City,0.9,1.0,0.0,0.0,1,0,0,Larger City,Larger City,mt_vote_revoted_gte_langfilter,2026-03-19T13:41:06,0.9056926369667052,0.9056926369667052,,nllb,da,da,en,LargerCity
relation,en,CiutatMésPropera,Ciutat Més Propera,Most populous city,Nearest City,Nearest City,0.9,0.0,0.0,0.0,0,0,0,Nearest City,Nearest City,mt_vote,2026-03-19T13:14:37,,,,,en,en,en,NearestCity
relation,en,CiutatServida,Ciutat Servida,City Served,Ciutat Servida,City Served,0.9,0.0,0.0,0.0,0,0,0,Ciutat Servida,Ciutat Servida,mt_vote_revoted_gte_langfilter,2026-03-19T13:41:06,,1.0000001192092896,,madlad,en,ca,en,CiutatServida
relation,en,Classe,Classe,Class,Class,Class,0.9,0.0,0.0,0.0,0,0,0,Class,Class,mt_vote,2026-03-19T13:14:38,,,,,en,en,en,Class
relation,en,ClasseDeVaixell,Classe De Vaixell,The class of Vaixell,Classe De Vaixell,Class Of Vessel,0.9,0.0,0.0,0.0,0,0,0,Classe De Vaixell,Classe De Vaixell,mt_vote_revoted_gte_langfilter,2026-03-19T13:41:06,,1.0,,madlad,en,da,en,ClasseDeVaixell
relation,en,ClassificacióDeL'Outlook,Classificació De L'Outlook,Classification of the Outlook,Outlook Classification,Outlook Classification,0.9,0.0,0.0,0.0,0,0,0,Outlook Classification,Outlook Classification,mt_vote,2026-03-19T13:14:39,,,,,en,en,en,OutlookClassification
relation,en,ClassificacióDeLaBibliotecaDelCongrés,Classificació De La Biblioteca Del Congrés,Classified by the Library of Congress,Library of Congress Classification,Library of Congress Classification,0.9,0.0,0.0,0.0,0,0,0,Library of Congress Classification,Library of Congress Classification,mt_vote,2026-03-19T13:14:40,,,,,en,en,en,LibraryOfCongressClassification
relation,en,ClubJuvenil,Club Juvenil,Youth Club,Youth club,Youth Club,0.9,0.0,0.0,0.0,0,0,0,Youth Club,Youth Club,mt_vote,2026-03-19T13:14:41,,,,,en,en,en,YouthClub
relation,en,CodenCode,Coden Code,Coden code,Coden Code,Coden Code,0.9,1.0,1.0,1.0,1,1,1,Coden Code,Coden Code,mt_vote_revoted_gte_langfilter,2026-03-19T13:41:06,0.9407544136047364,1.0,1.0,madlad,nl,de,de,CodenCode
relation,en,CodiD'Àrea,Codi D'Àrea,Area code,Area Code,Area Code,0.9,0.0,0.0,0.0,0,0,0,Area code,Area code,mt_vote_revoted_gte_langfilter,2026-03-19T13:41:06,0.7173188924789429,,,nllb,es,en,en,AreaCode
relation,en,CodiIso6391,Codi Iso6391,This is the ISO 6391 code.,ISO6391 Codes,Iso6391 code,0.9,0.0,0.0,0.0,0,0,0,ISO6391 Codes,ISO6391 Codes,mt_vote,2026-03-19T13:14:42,,,,,en,en,en,ISO6391Codes
relation,en,CodiIso6392,Codi Iso6392,The code is ISO 6392.,ISO6392 Codes,Iso6392 code,0.9,0.0,0.0,0.0,0,0,0,ISO6392 Codes,ISO6392 Codes,mt_vote,2026-03-19T13:14:43,,,,,en,en,en,ISO6392Codes
relation,en,Color,Color,Color,Color,Color,0.9,0.0,0.0,0.0,0,0,0,Color,Color,mt_vote,2026-03-19T13:14:43,,,,,en,en,en,Color
relation,en,ColorOficialDeL'escola,Color Oficial De L'escola,Official colour of the school,Official Color Of The School,Official School Color,0.9,0.0,0.0,0.0,0,0,0,Official School Color,Official School Color,mt_vote_revoted_gte_langfilter,2026-03-19T13:41:06,,,0.9341407418251038,salamandra,en,en,es,OfficialSchoolColor
relation,en,Col·legi,Col·legi,High school,School,College,0.9,0.0,0.0,0.0,0,0,0,School,School,mt_vote,2026-03-19T13:14:44,,,,,en,en,en,School
relation,en,ComandaDeVaixell,Comanda De Vaixell,Command by De Vaixell,Command of Ship,Boat Order,0.9,0.0,0.0,0.0,0,0,0,Command by De Vaixell,Command by De Vaixell,mt_vote,2026-03-19T13:14:45,,,,,en,en,en,CommandByDeVaixell
relation,en,Comandant,Comandant,Commander,Commander,Commander,0.9,1.0,1.0,1.0,1,1,1,Commander,Commander,mt_vote_revoted_gte_langfilter,2026-03-19T13:41:06,0.7662292122840881,0.7662292122840881,0.7662292122840881,nllb,sv,sv,sv,Commander
relation,en,CompanyiaDeDisseny,Companyia De Disseny,Design company,Design Company,Design Company,0.9,0.0,0.0,0.0,0,0,0,Design company,Design company,mt_vote,2026-03-19T13:14:46,,,,,en,en,en,DesignCompany
relation,en,CompanyiaDistribuïdora,Companyia Distribuïdora,Distribution company,Distributor Company,Distribution Company,0.9,0.0,0.0,0.0,0,0,0,Distributor Company,Distributor Company,mt_vote_revoted_gte_langfilter,2026-03-19T13:41:06,,0.884926974773407,,madlad,en,es,en,DistributorCompany
relation,en,Comparable,Comparable,Compared,Comparable,Comparable,0.9,0.0,0.0,1.0,0,0,1,Comparable,Comparable,mt_vote_revoted_gte_langfilter,2026-03-19T13:41:06,,1.0,1.0,salamandra,en,sl,sl,Comparable
relation,en,CompetirIn,Competir In,Competing In,Compete In,Competing In,0.9,0.0,0.0,0.0,0,0,0,Competing In,Competing In,mt_vote,2026-03-19T13:14:47,,,,,en,en,en,CompetingIn
relation,en,CompositorDeMúsica,Compositor De Música,Composer of music,Composer of Music,Musical Composer,0.9,0.0,0.0,0.0,0,0,0,Composer of music,Composer of music,mt_vote,2026-03-19T13:14:48,,,,,en,en,en,ComposerOfMusic
relation,en,CompteDeCilindres,Compte De Cilindres,Counting cylinders,Count of Cylinders,Cylinder Count,0.9,0.0,0.0,0.0,0,0,0,Counting cylinders,Counting cylinders,mt_vote,2026-03-19T13:14:49,,,,,en,en,en,CountingCylinders
relation,en,CompteDeLlits,Compte De Llits,Counting Beds,Bed Count,Beds Account,0.9,0.0,0.0,0.0,0,0,0,Bed Count,Bed Count,mt_vote,2026-03-19T13:14:49,,,,,en,en,en,BedCount
relation,en,CompteDePlantes,Compte De Plantes,Account of Plants,Count of Plants,Plant Account,0.9,0.0,0.0,0.0,0,0,0,Plant Account,Plant Account,mt_vote_revoted_gte_langfilter,2026-03-19T13:41:06,,,0.7754806876182556,salamandra,en,en,fr,PlantAccount
relation,en,ComtatCerimonial,Comtat Cerimonial,Ceremonial County,Ceremonial County,Ceremonial County,0.9,0.0,0.0,0.0,0,0,0,Ceremonial County,Ceremonial County,mt_vote,2026-03-19T13:14:50,,,,,en,en,en,CeremonialCounty
relation,en,ConegutPer,Conegut Per,Known For,Known By,Known By,0.9,0.0,0.0,0.0,0,0,0,Known By,Known By,mt_vote,2026-03-19T13:14:51,,,,,en,en,en,KnownBy
relation,en,Constructor,Constructor,Builder,Constructor,Constructor,0.9,0.0,0.0,0.0,0,0,0,Constructor,Constructor,mt_vote,2026-03-19T13:14:51,,,,,en,en,en,Constructor
relation,en,Cors,Cors,Choir,Cors,Cors,0.9,0.0,0.0,0.0,0,0,0,Choir,Choir,mt_vote_revoted_gte_langfilter,2026-03-19T13:41:06,0.6565626263618469,,,nllb,fr,en,en,Choir
relation,en,CosparId,Cospar Id,Spitting Id,Cospar Id,Cospar Id,0.9,0.5,0.5,1.0,0,0,1,Cospar Id,Cospar Id,mt_vote_revoted_gte_langfilter,2026-03-19T13:41:06,0.65763258934021,1.0,1.0,salamandra,mt,fr,fr,CosparId
relation,en,Costos,Costos,Costs,Costs 2000-2001,Costs,0.9,0.0,0.0,0.0,0,0,0,Costs,Costs,mt_vote,2026-03-19T13:14:53,,,,,en,en,en,Costs
relation,en,Creador,Creador,The creator,Creator,Creator,0.9,0.0,0.0,0.0,0,0,0,Creator,Creator,mt_vote,2026-03-19T13:14:53,,,,,en,en,en,Creator
relation,en,CreadorDeDish,Creador De Dish,Dish creator,Dish creator,Creator Of Dish,0.9,0.0,0.0,0.0,0,0,0,Dish creator,Dish creator,mt_vote,2026-03-19T13:14:54,,,,,en,en,en,DishCreator
relation,en,Currentclub,Currentclub,Currentclub,Currentclub,Currentclub,0.9,0.0,0.0,0.0,0,0,0,Currentclub,Currentclub,mt_vote,2026-03-19T13:14:54,,,,,en,en,en,Currentclub
relation,en,Currentteam,Currentteam,Current team,Currentteam,Currentteam,0.9,0.0,0.0,0.0,0,0,0,Currentteam,Currentteam,mt_vote,2026-03-19T13:14:54,,,,,en,en,en,Currentteam
relation,en,CòdiPostal,Còdi Postal,Postal code,Postal Code,Postal Code,0.9,0.0,0.0,0.0,0,0,0,Postal code,Postal code,mt_vote,2026-03-19T13:14:55,,,,,en,en,en,PostalCode
relation,en,Cònjuge,Cònjuge,Mourning,Spouse,Spouse,0.9,0.0,0.0,1.0,0,0,1,Spouse,Spouse,mt_vote_revoted_gte_langfilter,2026-03-19T13:41:06,,0.5857498645782471,0.5857498645782471,salamandra,en,fr,fr,Spouse
relation,en,DataD'Extinció,Data D'Extinció,Date of extinction,Extinction Date,Date of Extinction,0.9,0.0,0.0,0.0,0,0,0,Date of extinction,Date of extinction,mt_vote,2026-03-19T13:14:56,,,,,en,en,en,DateOfExtinction
relation,en,DataD'Inauguració,Data D'Inauguració,Date of opening,Opening Date,Opening Date,0.9,0.0,0.0,0.0,0,0,0,Opening Date,Opening Date,mt_vote,2026-03-19T13:14:57,,,,,en,en,en,OpeningDate
relation,en,DataD'IniciDeLaConstrucció,Data D'Inici De La Construcció,Date of start of construction,Construction Start Date,Construction Start Date,0.9,0.0,0.0,0.0,0,0,0,Construction Start Date,Construction Start Date,mt_vote,2026-03-19T13:14:57,,,,,en,en,en,ConstructionStartDate
relation,en,DataDeConstrucció,Data De Construcció,Date of construction,Build Date,Date of Construction,0.9,0.0,0.0,0.0,0,0,0,Date of construction,Date of construction,mt_vote,2026-03-19T13:14:58,,,,,en,en,en,DateOfConstruction
relation,en,DataDeFinalització,Data De Finalització,Date of completion,End Date,Completion Date,0.9,0.0,0.0,0.0,0,0,0,Completion Date,Completion Date,mt_vote,2026-03-19T13:14:58,,,,,en,en,en,CompletionDate
relation,en,DataDeFinalitzacióD'anysActiva,Data De Finalització D'anys Activa,Date of end of active years,Active Years End Date,Active Years End Date,0.9,0.0,0.0,0.0,0,0,0,Active Years End Date,Active Years End Date,mt_vote,2026-03-19T13:14:59,,,,,en,en,en,ActiveYearsEndDate
relation,en,DataDeFundació,Data De Fundació,Date of foundation,Foundation Date,Date of Foundation,0.9,0.0,0.0,0.0,0,0,0,Date of foundation,Date of foundation,mt_vote,2026-03-19T13:14:59,,,,,en,en,en,DateOfFoundation
relation,en,DataDeJubilació,Data De Jubilació,Date of retirement,Retirement Date,Retirement Date,0.9,0.0,0.0,0.0,0,0,0,Retirement Date,Retirement Date,mt_vote,2026-03-19T13:15:00,,,,,en,en,en,RetirementDate
relation,en,DataDeLlançament,Data De Llançament,Release date,Release Date,Release Date,0.9,0.0,0.0,0.0,0,0,0,Release date,Release date,mt_vote,2026-03-19T13:15:00,,,,,en,en,en,ReleaseDate
relation,en,DataDeMort,Data De Mort,Date of death,Date of Birth,Date Of Death,0.9,0.0,0.0,0.0,0,0,0,Date of death,Date of death,mt_vote,2026-03-19T13:15:01,,,,,en,en,en,DateOfDeath
relation,en,DataDeNaixement,Data De Naixement,Date of Birth,Date of Birth,Date of Birth,0.9,0.0,0.0,0.0,0,0,0,Date of Birth,Date of Birth,mt_vote,2026-03-19T13:15:01,,,,,en,en,en,DateOfBirth
relation,en,Dean,Dean,Dean,Dean,Dean,0.9,0.0,0.0,0.0,0,0,0,Dean,Dean,mt_vote,2026-03-19T13:15:02,,,,,en,en,en,Dean
