kind,lang,source_token,source_query_text,mt_nllb,mt_madlad,mt_salamandra,vote_threshold,sim_nllb_madlad,sim_nllb_salamandra,sim_madlad_salamandra,agree_nllb_madlad,agree_nllb_salamandra,agree_madlad_salamandra,mt_voted,final_text,final_source,processed_at,cos_en_nllb,cos_en_madlad,cos_en_salamandra,gte_winner,lang_nllb,lang_madlad,lang_salamandra,output_token
entity,en,(101)_Hèlena,(101) Hèlena,(101) Hellenic,(101) Helena,(101) Helen,0.9,0.0,0.0,0.0,0.0,0.0,0.0,(101) Hellenic,(101) Hellenic,mt_vote_revoted_gte_langfilter,2026-03-19T13:40:56,0.811429500579834,,,nllb,de,en,en,(101)_Hellenic
entity,en,(103)_Hera,(103) Hera,(103) Hera,(103) Hera,(103) Hera,0.9,1.0,1.0,1.0,1.0,1.0,1.0,(103) Hera,(103) Hera,mt_vote,2026-03-18T12:17:09,,,,,en,en,en,(103)_Hera
entity,en,(1036)_Ganymed,(1036) Ganymed,(1036) Ganymede,1036 Ganymed,(1036) Ganymed,0.9,0.8889,0.9655,0.9231,0.0,1.0,1.0,(1036) Ganymed,(1036) Ganymed,mt_vote_revoted_gte_langfilter,2026-03-19T13:40:56,0.713470458984375,0.9720464944839478,1.0,salamandra,pl,pl,pl,(1036)_Ganymed
entity,en,(107)_Camil·la,(107) Camil·la,(107) Camilla,(107) Camilla,(107) Camila,0.9,1.0,0.96,0.96,1.0,1.0,1.0,(107) Camilla,(107) Camilla,mt_vote,2026-03-18T12:17:19,,,,,en,en,en,(107)_Camilla
entity,en,(1089)_Tama,(1089) Tama,(1089) Size,1089 Tama,(1089) Tama,0.9,0.5,0.6364,0.9,0.0,0.0,1.0,1089 Tama,1089 Tama,mt_vote,2026-03-18T12:17:23,,,,,en,en,en,1089_Tama
entity,en,(109)_Felicitas,(109) Felicitas,(109) Congratulations,(109) Felicitas,(109) Felicitas,0.9,0.0,0.0,1.0,0.0,0.0,1.0,(109) Felicitas,(109) Felicitas,mt_vote_revoted_gte_langfilter,2026-03-19T13:40:56,,1.0,1.0,salamandra,en,es,es,(109)_Felicitas
entity,en,(1097)_Vicia,(1097) Vicia,(1097) Vicia,(1097) Vicia,(1097) Vicia,0.9,1.0,1.0,1.0,1.0,1.0,1.0,(1097) Vicia,(1097) Vicia,mt_vote_revoted_gte_langfilter,2026-03-19T13:40:56,1.0000001192092896,1.0000001192092896,1.0000001192092896,nllb,es,es,es,(1097)_Vicia
entity,en,(1099)_Figneria,(1099) Figneria,(1099) Figneria,(1099) Figneria,(1099) Figneria,0.9,1.0,1.0,1.0,1.0,1.0,1.0,(1099) Figneria,(1099) Figneria,mt_vote,2026-03-18T12:17:39,,,,,en,en,en,(1099)_Figneria
entity,en,(110)_Lídia,(110) Lídia,(110) Lydia,(110) Lydia,(110) Lidia,0.9,1.0,0.9091,0.9091,1.0,1.0,1.0,(110) Lydia,(110) Lydia,mt_vote,2026-03-18T12:17:43,,,,,en,en,en,(110)_Lydia
entity,en,(1101)_Clematis,(1101) Clematis,(1101) Clematis,(1101) Clematis,(1101) Clematis,0.9,1.0,1.0,1.0,1.0,1.0,1.0,(1101) Clematis,(1101) Clematis,mt_vote_revoted_gte_langfilter,2026-03-19T13:40:56,1.0,1.0,1.0,nllb,es,es,es,(1101)_Clematis
entity,en,(11264)_Claudiomaccone,(11264) Claudiomaccone,(11264) Claudiomaccone,(11264) Claudiomaccone,(11264) Claudiomaccone,0.9,1.0,1.0,1.0,1.0,1.0,1.0,(11264) Claudiomaccone,(11264) Claudiomaccone,mt_vote_revoted_gte_langfilter,2026-03-19T13:40:56,1.0000001192092896,1.0000001192092896,1.0000001192092896,nllb,de,de,de,(11264)_Claudiomaccone
entity,en,(1147)_Stavropolis,(1147) Stavropolis,(1147) Stavropolis,(1147) Stavropolis,(1147) Stavropolis,0.9,1.0,1.0,1.0,1.0,1.0,1.0,(1147) Stavropolis,(1147) Stavropolis,mt_vote_revoted_gte_langfilter,2026-03-19T13:40:56,1.0000001192092896,1.0000001192092896,1.0000001192092896,nllb,sl,sl,sl,(1147)_Stavropolis
entity,en,(15788)_1993_SB,(15788) 1993 SB,(15788) 1993 SB,(15788) 1993 SB,(15788) 1993 SB,0.9,1.0,1.0,1.0,1.0,1.0,1.0,(15788) 1993 SB,(15788) 1993 SB,mt_vote,2026-03-18T12:18:10,,,,,en,en,en,(15788)_1993_SB
entity,en,(19255)_1994_VK8,(19255) 1994 VK8,(19255) 1994 VK8,(19255) 1994 VK8,(19255) 1994 VK8,0.9,1.0,1.0,1.0,1.0,1.0,1.0,(19255) 1994 VK8,(19255) 1994 VK8,mt_vote,2026-03-18T12:18:18,,,,,en,en,en,(19255)_1994_VK8
entity,en,(29075)_1950_DA,(29075) 1950 DA,(29075) 1950 DA,(29075) 1950 DA,(29075) 1950 DA,0.9,1.0,1.0,1.0,1.0,1.0,1.0,(29075) 1950 DA,(29075) 1950 DA,mt_vote,2026-03-18T12:18:25,,,,,en,en,en,(29075)_1950_DA
entity,en,(410777)_2009_FD,(410777) 2009 FD,(410777) 2009 FD,(410777) 2009 FD,(410777) 2009 FD,0.9,1.0,1.0,1.0,1.0,1.0,1.0,(410777) 2009 FD,(410777) 2009 FD,mt_vote,2026-03-18T12:18:32,,,,,en,en,en,(410777)_2009_FD
entity,en,(66063)_1998_RO1,(66063) 1998 RO1,(66063) 1998 R1 and R2,(66063) 1998 RO1,(66063) 1998 RO1,0.9,0.7895,0.7895,1.0,0.0,0.0,1.0,(66063) 1998 RO1,(66063) 1998 RO1,mt_vote,2026-03-18T12:18:40,,,,,en,en,en,(66063)_1998_RO1
entity,en,(66391)_1999_KW4,(66391) 1999 KW4,(66391) 1999 KW4,(66391) 1999 KW4,(66391) 1999 KW4,0.9,1.0,1.0,1.0,1.0,1.0,1.0,(66391) 1999 KW4,(66391) 1999 KW4,mt_vote,2026-03-18T12:18:48,,,,,en,en,en,(66391)_1999_KW4
entity,en,+2,+2,,,,0.9,,,,,,,,+2,passthrough_number_symbols,2026-03-18T12:18:48,,,,,und,und,und,+2
entity,en,+8,+8,,,,0.9,,,,,,,,+8,passthrough_number_symbols,2026-03-18T12:18:48,,,,,und,und,und,+8
entity,en,+90_356,+90_356,,,,0.9,,,,,,,,+90_356,passthrough_number_symbols,2026-03-18T12:18:48,,,,,und,und,und,+90_356
entity,en,-3.3528,-3.3528,,,,0.9,,,,,,,,-3.3528,passthrough_number_symbols,2026-03-18T12:18:48,,,,,und,und,und,-3.3528
entity,en,-7,-7,,,,0.9,,,,,,,,-7,passthrough_number_symbols,2026-03-18T12:18:48,,,,,und,und,und,-7
entity,en,-71.0_(graus_Celsius),-71.0 (graus Celsius),-71.0 (degrees Celsius) is the lowest temperature ever recorded.,-71.0 (Gray Celsius),-71.0 (degrees Celsius),0.9,0.0,0.0,0.8372,0.0,0.0,0.0,-71.0 (Gray Celsius),-71.0 (Gray Celsius),mt_vote_revoted_gte_langfilter,2026-03-19T13:40:56,,0.9884195923805236,0.9563356637954712,madlad,en,lt,lt,-71.0_(Gray_Celsius)
entity,en,-8,-8,,,,0.9,,,,,,,,-8,passthrough_number_symbols,2026-03-18T12:18:54,,,,,und,und,und,-8
entity,en,0,0,,,,0.9,,,,,,,,0,passthrough_number_symbols,2026-03-18T12:18:54,,,,,und,und,und,0
entity,en,"0,0068_(kilòmetrePerSegons)","0,0068 (kilòmetrePerSegons)",0.0068 (kilometre per second),0.0068 (kilometrePerSecond),0.0068 (kilometerPerSecond),0.9,0.9643,0.9286,0.963,1.0,1.0,1.0,0.0068 (kilometre per second),0.0068 (kilometre per second),mt_vote_revoted_gte_langfilter,2026-03-19T13:40:56,0.9429287910461426,0.9386807680130004,0.9364004135131836,nllb,it,ro,ro,0.0068_(kilometre_per_second)
entity,en,"0,54_(kilòmetres_quadrats)","0,54 (kilòmetres quadrats)","0,54 (square kilometres)",0.54 (square kilometers),0.54 (square kilometres),0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.54 (square kilometers),0.54 (square kilometers),mt_vote_revoted_gte_langfilter,2026-03-19T13:40:56,,0.9395400285720824,,madlad,en,ro,en,0.54_(square_kilometers)
entity,en,0-374-26131-8,0-374-26131-8,,,,0.9,,,,,,,,0-374-26131-8,passthrough_number_symbols,2026-03-18T12:19:07,,,,,und,und,und,0-374-26131-8
entity,en,0-439-17684-0,0-439-17684-0,,,,0.9,,,,,,,,0-439-17684-0,passthrough_number_symbols,2026-03-18T12:19:07,,,,,und,und,und,0-439-17684-0
entity,en,0-439-17685-9,0-439-17685-9,,,,0.9,,,,,,,,0-439-17685-9,passthrough_number_symbols,2026-03-18T12:19:07,,,,,und,und,und,0-439-17685-9
entity,en,0-439-92550-9,0-439-92550-9,,,,0.9,,,,,,,,0-439-92550-9,passthrough_number_symbols,2026-03-18T12:19:07,,,,,und,und,und,0-439-92550-9
entity,en,0-670-03380-4,0-670-03380-4,,,,0.9,,,,,,,,0-670-03380-4,passthrough_number_symbols,2026-03-18T12:19:07,,,,,und,und,und,0-670-03380-4
entity,en,0-7156-3648-0,0-7156-3648-0,,,,0.9,,,,,,,,0-7156-3648-0,passthrough_number_symbols,2026-03-18T12:19:07,,,,,und,und,und,0-7156-3648-0
entity,en,0-7653-0633-6,0-7653-0633-6,,,,0.9,,,,,,,,0-7653-0633-6,passthrough_number_symbols,2026-03-18T12:19:07,,,,,und,und,und,0-7653-0633-6
entity,en,0.0112_(quilòmetrePerSegons),0.0112 (quilòmetrePerSegons),0.0112 (kilometers per second),0.0112 (kilometrePerSecond),0.0112 (kilometerPerSecond),0.9,0.9123,0.9474,0.963,1.0,1.0,1.0,0.0112 (kilometers per second),0.0112 (kilometers per second),mt_vote_revoted_gte_langfilter,2026-03-19T13:40:56,0.917728841304779,0.915492594242096,0.9152497053146362,nllb,ca,ro,ro,0.0112_(kilometers_per_second)
entity,en,0.0155_(quilòmetrePerSegons),0.0155 (quilòmetrePerSegons),0.0155 (kilometers per second),0.0155 (kilometrePerSecond),0.0155 (kilometerPerSecond),0.9,0.9123,0.9474,0.963,1.0,1.0,1.0,0.0155 (kilometers per second),0.0155 (kilometers per second),mt_vote_revoted_gte_langfilter,2026-03-19T13:40:56,0.9225956201553344,0.9172000288963318,0.9207941293716432,nllb,ca,ro,ro,0.0155_(kilometers_per_second)
entity,en,0.0252_(quilòmetrePerSegons),0.0252 (quilòmetrePerSegons),0.0252 (kilometers per second),0.0252 (kilometrePerSecond),0.0252 (kilometerPerSecond),0.9,0.9123,0.9474,0.963,1.0,1.0,1.0,0.0252 (kilometrePerSecond),0.0252 (kilometrePerSecond),mt_vote_revoted_gte_langfilter,2026-03-19T13:40:56,0.9036126136779784,0.9107048511505128,0.9058983325958252,madlad,ca,ro,ro,0.0252_(kilometrePerSecond)
entity,en,0.02_(quilòmetrePerSegons),0.02 (quilòmetrePerSegons),0.02 (kilometers per second),0.02 (kilometrePerSecond),0.02 (kilometerPerSecond),0.9,0.9057,0.9434,0.96,1.0,1.0,1.0,0.02 (kilometrePerSecond),0.02 (kilometrePerSecond),mt_vote_revoted_gte_langfilter,2026-03-19T13:40:56,0.9054443836212158,0.9095155000686646,0.9058945178985596,madlad,ca,ro,ro,0.02_(kilometrePerSecond)
entity,en,0.0348_(kilòmetrePerSegons),0.0348 (kilòmetrePerSegons),0.0348 (kilometers per second),0.0348 (kilometrePerSecond),0.0348 (kilometerPerSecond),0.9,0.9123,0.9474,0.963,1.0,1.0,1.0,0.0348 (kilometers per second),0.0348 (kilometers per second),mt_vote_revoted_gte_langfilter,2026-03-19T13:40:56,0.9394047260284424,0.937369167804718,0.9377524852752686,nllb,ca,ro,ro,0.0348_(kilometers_per_second)
entity,en,0.0455_(kilòmetrePer_Segons),0.0455 (kilòmetrePer Segons),0.0455 (kilometers per second),0.0455 (kmPerSec),0.0455 (kilometerPer Second),0.9,0.0,0.9655,0.0,0.0,1.0,0.0,0.0455 (kilometers per second),0.0455 (kilometers per second),mt_vote_revoted_gte_langfilter,2026-03-19T13:40:56,0.931277871131897,,0.930830180644989,nllb,ca,en,ro,0.0455_(kilometers_per_second)
entity,en,0.0473_(kilòmetrePer_Segons),0.0473 (kilòmetrePer Segons),0.0473 (kilometre per second),0.0473 (kmPerSec),0.0473 (kilometerPer Second),0.9,0.0,0.9474,0.0,0.0,1.0,0.0,0.0473 (kilometerPer Second),0.0473 (kilometerPer Second),mt_vote_revoted_gte_langfilter,2026-03-19T13:40:56,0.9158296585083008,,0.9298030734062196,salamandra,it,en,ro,0.0473_(kilometerPer_Second)
entity,en,0.0482_(kilòmetrePerSegons),0.0482 (kilòmetrePerSegons),0.0482 (kilometers per second),0.0482 (kilometrePerSecond),0.0482 (kilometerPerSecond),0.9,0.9123,0.9474,0.963,1.0,1.0,1.0,0.0482 (kilometrePerSecond),0.0482 (kilometrePerSecond),mt_vote_revoted_gte_langfilter,2026-03-19T13:40:56,0.9342124462127686,0.937940239906311,0.935151219367981,madlad,ca,ro,ro,0.0482_(kilometrePerSecond)
entity,en,0.0999_(kilòmetrePer_Segons),0.0999 (kilòmetrePer Segons),0.0999 (kilometers per second),0.0999 (kmPerSec),0.0999 (kilometerPer Second),0.9,0.0,0.9655,0.0,0.0,1.0,0.0,0.0999 (kilometerPer Second),0.0999 (kilometerPer Second),mt_vote_revoted_gte_langfilter,2026-03-19T13:40:56,0.9301510453224182,,0.93209707736969,salamandra,ca,en,ro,0.0999_(kilometerPer_Second)
entity,en,0.21_(quilòmetrePerSegons),0.21 (quilòmetrePerSegons),0.21 (kilometre per second),0.21 (kilometrePerSecond),0.21 (kilometerPerSecond),0.9,0.9615,0.9231,0.96,1.0,1.0,1.0,0.21 (kilometre per second),0.21 (kilometre per second),mt_vote_revoted_gte_langfilter,2026-03-19T13:40:56,0.9228148460388184,0.9193685054779052,0.9176051020622252,nllb,it,ro,ro,0.21_(kilometre_per_second)
entity,en,0.88_(quilòmetres_quadrats),0.88 (quilòmetres quadrats),0.88 (square miles),0.88 (square kilometers),0.88 (square kilometres),0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.88 (square kilometers),0.88 (square kilometers),mt_vote_revoted_gte_langfilter,2026-03-19T13:40:56,,0.9385762214660645,,madlad,en,ro,en,0.88_(square_kilometers)
entity,en,0._0925_(quilòmetres_per_segon),0. 0925 (quilòmetres per segon),0.0925 (kilometers per second),0.0925 (kilometres per second),0.0925 (kilometers per second),0.9,0.9667,1.0,0.9667,1.0,1.0,1.0,0.0925 (kilometers per second),0.0925 (kilometers per second),mt_vote_revoted_gte_langfilter,2026-03-19T13:40:56,0.9476686716079712,0.9234826564788818,0.9476686716079712,nllb,ca,ca,ca,0.0925_(kilometers_per_second)
entity,en,0001-8392,0001-8392,,,,0.9,,,,,,,,0001-8392,passthrough_number_symbols,2026-03-18T12:20:30,,,,,und,und,und,0001-8392
entity,en,0002-9327,0002-9327,,,,0.9,,,,,,,,0002-9327,passthrough_number_symbols,2026-03-18T12:20:30,,,,,und,und,und,0002-9327
entity,en,0004319,0004319,,,,0.9,,,,,,,,0004319,passthrough_number_symbols,2026-03-18T12:20:30,,,,,und,und,und,0004319
entity,en,0025-5858,0025-5858,,,,0.9,,,,,,,,0025-5858,passthrough_number_symbols,2026-03-18T12:20:30,,,,,und,und,und,0025-5858
entity,en,01234,01234,,,,0.9,,,,,,,,01234,passthrough_number_symbols,2026-03-18T12:20:30,,,,,und,und,und,01234
entity,en,01325,01325,,,,0.9,,,,,,,,01325,passthrough_number_symbols,2026-03-18T12:20:30,,,,,und,und,und,01325
entity,en,0236-5294,0236-5294,,,,0.9,,,,,,,,0236-5294,passthrough_number_symbols,2026-03-18T12:20:30,,,,,und,und,und,0236-5294
entity,en,0269-9370,0269-9370,,,,0.9,,,,,,,,0269-9370,passthrough_number_symbols,2026-03-18T12:20:30,,,,,und,und,und,0269-9370
entity,en,03/21,03/21,,,,0.9,,,,,,,,03/21,passthrough_number_symbols,2026-03-18T12:20:30,,,,,und,und,und,03/21
entity,en,03L/21R,03L/21R,It's called 03L/21R.,03L/21R,03L/21R,0.9,0.5185,0.5185,1.0,0.0,0.0,1.0,03L/21R,03L/21R,mt_vote,2026-03-18T12:20:35,,,,,en,en,en,03L/21R
entity,en,03R/21L,03R/21L,This Regulation shall enter into force on the twentieth day following that of its publication in the Official Journal of the European Union.,03R/21L,03R/21L,0.9,0.0272,0.0272,1.0,0.0,0.0,1.0,03R/21L,03R/21L,mt_vote,2026-03-18T12:20:40,,,,,en,en,en,03R/21L
entity,en,04/22_'Oostbaan',04/22 'Oostbaan',04/22 'Oostbaan' has been cancelled,04/22 'Oostbaan',04/22 'Oostbaan',0.9,0.0,0.0,1.0,0.0,0.0,1.0,04/22 'Oostbaan',04/22 'Oostbaan',mt_vote_revoted_gte_langfilter,2026-03-19T13:40:56,,1.0000001192092896,1.0000001192092896,salamandra,en,nl,nl,04/22_'Oostbaan'
entity,en,0567-7920,0567-7920,,,,0.9,,,,,,,,0567-7920,passthrough_number_symbols,2026-03-18T12:20:47,,,,,und,und,und,0567-7920
entity,en,05L/23R,05L/23R,0-5L to 23R,05L/23R,05L/23R,0.9,0.6667,0.6667,1.0,0.0,0.0,1.0,05L/23R,05L/23R,mt_vote,2026-03-18T12:20:52,,,,,en,en,en,05L/23R
entity,en,06/24_'Kaagbaan',06/24 'Kaagbaan',06/24 'Kaagbaan',06/24 'Kaagbaan',06/24 'Kaagbaan',0.9,1.0,1.0,1.0,1.0,1.0,1.0,06/24 'Kaagbaan',06/24 'Kaagbaan',mt_vote_revoted_gte_langfilter,2026-03-19T13:40:56,1.0,1.0,1.0,nllb,nl,nl,nl,06/24_'Kaagbaan'
entity,en,07/25,07/25,,,,0.9,,,,,,,,07/25,passthrough_number_symbols,2026-03-18T12:20:59,,,,,und,und,und,07/25
entity,en,0711905,0711905,,,,0.9,,,,,,,,0711905,passthrough_number_symbols,2026-03-18T12:20:59,,,,,und,und,und,0711905
entity,en,08/26,08/26,,,,0.9,,,,,,,,08/26,passthrough_number_symbols,2026-03-18T12:20:59,,,,,und,und,und,08/26
entity,en,09/27_'Buitenveldertbaan',09/27 'Buitenveldertbaan',09/27 'Buitenveldertbaan' also known as 'Buitenveldertbaan',09/27 'Outdoor golf course',09/27 'Buitenveldertbaan',0.9,0.0,0.0,0.4615,0.0,0.0,0.0,09/27 'Buitenveldertbaan',09/27 'Buitenveldertbaan',mt_vote_revoted_gte_langfilter,2026-03-19T13:40:56,,0.7156645059585571,1.0,salamandra,en,nl,nl,09/27_'Buitenveldertbaan'
entity,en,0927,0927,,,,0.9,,,,,,,,0927,passthrough_number_symbols,2026-03-18T12:21:05,,,,,und,und,und,0927
entity,en,0965-2140,0965-2140,,,,0.9,,,,,,,,0965-2140,passthrough_number_symbols,2026-03-18T12:21:05,,,,,und,und,und,0965-2140
entity,en,09L/27R,09L/27R,This is the 09L/27R.,09L/27R,09L/27R,0.9,0.5185,0.5185,1.0,0.0,0.0,1.0,09L/27R,09L/27R,mt_vote,2026-03-18T12:21:10,,,,,en,en,en,09L/27R
entity,en,09R/27L,09R/27L,This is the 09R/27L.,09R/27L,09R/27L,0.9,0.5185,0.5185,1.0,0.0,0.0,1.0,09R/27L,09R/27L,mt_vote,2026-03-18T12:21:15,,,,,en,en,en,09R/27L
entity,en,1,1,,,,0.9,,,,,,,,1,passthrough_number_symbols,2026-03-18T12:21:15,,,,,und,und,und,1
entity,en,"1,8_g","1,8 g",1.8 g,1.8 g,1.8 g,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.8 g,1.8 g,mt_vote,2026-03-18T12:21:18,,,,,en,en,en,1.8_g
entity,en,1-4-2_Nakadori,1-4-2 Nakadori,1-4-2 Nakadori,1-4-2 Nakadori,1-4-2 Nakadori,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1-4-2 Nakadori,1-4-2 Nakadori,mt_vote_revoted_gte_langfilter,2026-03-19T13:40:56,1.0000001192092896,1.0000001192092896,1.0000001192092896,nllb,es,es,es,1-4-2_Nakadori
entity,en,1-4165-2060-0,1-4165-2060-0,,,,0.9,,,,,,,,1-4165-2060-0,passthrough_number_symbols,2026-03-18T12:21:23,,,,,und,und,und,1-4165-2060-0
entity,en,1-56947-301-3,1-56947-301-3,,,,0.9,,,,,,,,1-56947-301-3,passthrough_number_symbols,2026-03-18T12:21:23,,,,,und,und,und,1-56947-301-3
entity,en,1.0_(quilòmetres_quadrats),1.0 (quilòmetres quadrats),1.0 (square kilometers),1.0 (square kilometers),1.0 (square kilometres),0.9,1.0,0.0,0.0,1.0,0.0,0.0,1.0 (square kilometers),1.0 (square kilometers),mt_vote_revoted_gte_langfilter,2026-03-19T13:40:56,0.9096630811691284,0.9096630811691284,,nllb,ro,ro,en,1.0_(square_kilometers)
entity,en,1.1_(kilograms),1.1 (kilograms),1.1 (kilograms) is the weighted average of the weighted average of the weighted average weighted average weighted average weighted average weighted average weighted average weighted average weighted average weighted average weighted average weighted average weighted average weighted average weighted average weighted average weighted average weighted average weighted average weighted average weighted average weighted average weighted average weighted average weighted average weighted average weighted,1.1 (kilograms),1.1 (kilograms),0.9,0.0,0.0,1.0,0.0,0.0,1.0,1.1 (kilograms),1.1 (kilograms),mt_vote_revoted_gte_langfilter,2026-03-19T13:40:56,,1.0,1.0,salamandra,en,ro,ro,1.1_(kilograms)
entity,en,1.2_(litres),1.2 (litres),1.2 (litre),1.2 (litres),1.2 (litres),0.9,0.0,0.0,1.0,0.0,0.0,1.0,1.2 (litres),1.2 (litres),mt_vote_revoted_gte_langfilter,2026-03-19T13:40:56,,1.0,1.0,salamandra,en,fr,fr,1.2_(litres)
entity,en,1.3,1.3,,,,0.9,,,,,,,,1.3,passthrough_number_symbols,2026-03-18T12:21:38,,,,,und,und,und,1.3
entity,en,1.337,1.337,,,,0.9,,,,,,,,1.337,passthrough_number_symbols,2026-03-18T12:21:38,,,,,und,und,und,1.337
entity,en,1.524,1.524,,,,0.9,,,,,,,,1.524,passthrough_number_symbols,2026-03-18T12:21:38,,,,,und,und,und,1.524
entity,en,1.524_(metres),1.524 (metres),1.524 (meters),1.524 (meters),"1,524 (metres)",0.9,0.0,0.0,0.0,0.0,0.0,0.0,"1,524 (metres)","1,524 (metres)",mt_vote_revoted_gte_langfilter,2026-03-19T13:40:56,,,0.9874042272567748,salamandra,en,en,fr,"1,524_(metres)"
entity,en,1.55,1.55,,,,0.9,,,,,,,,1.55,passthrough_number_symbols,2026-03-18T12:21:43,,,,,und,und,und,1.55
entity,en,1.7_(kilòmetres_quadrats),1.7 (kilòmetres quadrats),1.7 (square miles),1.7 (square kilometers),1.7 (square kilometres),0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.7 (square kilometers),1.7 (square kilometers),mt_vote_revoted_gte_langfilter,2026-03-19T13:40:56,,0.9527703523635864,,madlad,en,ro,en,1.7_(square_kilometers)
entity,en,1.905,1.905,,,,0.9,,,,,,,,1.905,passthrough_number_symbols,2026-03-18T12:21:48,,,,,und,und,und,1.905
entity,en,1.9304,1.9304,,,,0.9,,,,,,,,1.9304,passthrough_number_symbols,2026-03-18T12:21:48,,,,,und,und,und,1.9304
entity,en,1.9558,1.9558,,,,0.9,,,,,,,,1.9558,passthrough_number_symbols,2026-03-18T12:21:48,,,,,und,und,und,1.9558
entity,en,1._FC_Köln,1. FC Köln,"1. FC Köln is a football club based in Köln, Germany.",1. FC Köln,1. FC Köln,0.9,0.3175,0.3175,1.0,0.0,0.0,1.0,1. FC Köln,1. FC Köln,mt_vote_revoted_gte_langfilter,2026-03-19T13:40:56,0.9225131273269652,1.0,1.0,salamandra,hu,hu,hu,1._FC_Köln
entity,en,1._FC_Union_Berlin,1. FC Union Berlin,1. FC Union Berlin,1. FC Union Berlin,1. FC Union Berlin,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1. FC Union Berlin,1. FC Union Berlin,mt_vote,2026-03-18T12:21:56,,,,,en,en,en,1._FC_Union_Berlin
