kind,lang,source_token,source_query_text,mt_nllb,mt_madlad,mt_salamandra,vote_threshold,sim_nllb_madlad,sim_nllb_salamandra,sim_madlad_salamandra,agree_nllb_madlad,agree_nllb_salamandra,agree_madlad_salamandra,mt_voted,final_text,final_source,processed_at,cos_en_nllb,cos_en_madlad,cos_en_salamandra,gte_winner,lang_nllb,lang_madlad,lang_salamandra,output_token
relation,ca,5thRunwaySurfaceType,5th Runway Surface Type,5è tipus de superfície de pista,Tipus de superfície de la cinquena pista,Tipus de superfície de la 5a pista,0.9,0.7887,0.8615,0.8919,0,0,0,Tipus de superfície de la 5a pista,Tipus de superfície de la 5a pista,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.8133319616317749,0.8108509182929993,0.8160925507545471,salamandra,ca,ca,ca,TipusDeSuperfícieDeLa5aPista
relation,ca,LCCN_number,LCCN number,Número LCCN,Número LCCN,LCCN number,0.9,1.0,0.0,0.0,1,0,0,Número LCCN,Número LCCN,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.9470438957214355,0.9470438957214355,,madlad,es,es,en,NúmeroLCCN
relation,ca,NationalRegisterOfHistoricPlacesReferenceNumber,National Register Of Historic Places Reference Number,Número de referència del Registre Nacional de Llocs Històrics,Número de referència del Registre Nacional de Llocs Històrics,Referència del Registre Nacional de Llocs Històrics,0.9,1.0,0.9107,0.9107,1,1,1,Número de referència del Registre Nacional de Llocs Històrics,Número de referència del Registre Nacional de Llocs Històrics,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.8560534715652466,0.8560534715652466,0.8116821050643921,nllb,ca,ca,ca,NúmeroDeReferènciaDelRegistreNacionalDeLlocsHistòrics
relation,ca,abbreviation,abbreviation,abreviació,abreviatura,abreviatura,0.9,0.0,0.0,0.0,0,0,0,abreviació,abreviació,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.8799355030059814,,,nllb,es,en,en,Abreviació
relation,ca,absoluteMagnitude,absolute Magnitude,Magnitud absoluta,Magnitud absoluta,magnitud absoluta,0.9,1.0,1.0,1.0,1,1,1,Magnitud absoluta,Magnitud absoluta,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.8588550090789795,0.8588550090789795,0.8582935929298401,nllb,et,et,et,MagnitudAbsoluta
relation,ca,academicDiscipline,academic Discipline,Disciplina acadèmica,Disciplina acadèmica,Disciplina acadèmica,0.9,1.0,1.0,1.0,1,1,1,Disciplina acadèmica,Disciplina acadèmica,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.8832338452339172,0.8832338452339172,0.8832338452339172,nllb,oc,oc,oc,DisciplinaAcadèmica
relation,ca,academicStaffSize,academic Staff Size,personal acadèmic,Mida del personal acadèmic,Mida del personal acadèmic,0.9,0.7907,0.7907,1.0,0,0,1,Mida del personal acadèmic,Mida del personal acadèmic,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.6481486558914185,0.7166628837585449,0.7166628837585449,madlad,oc,oc,oc,MidaDelPersonalAcadèmic
relation,ca,activeYearsEndDate,active Years End Date,Any actiu Data de finalització,Data de finalització de l' any actiu@ info: whatsthis,Data de finalització d'anys activa,0.9,0.4819,0.625,0.7356,0,0,0,Data de finalització d'anys activa,Data de finalització d'anys activa,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.8491700291633606,0.7776570916175842,0.8824660778045654,salamandra,ca,ca,ca,DataDeFinalitzacióD'anysActiva
relation,ca,activeYearsEndYear,active Years End Year,Anys actius Fin d'any,active Years End Year,active Years End Year,0.9,0.0,0.0,0.0,0,0,0,Anys actius Fin d'any,Anys actius Fin d'any,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.819495677947998,,,nllb,fr,en,en,AnysActiusFinD'any
relation,ca,activeYearsStartDate,active Years Start Date,Anys actius Data d'inici,any( s) actiu( s) Data d' inici,Anys actius Data d'inici,0.9,0.8727,1.0,0.8727,0,1,0,Anys actius Data d'inici,Anys actius Data d'inici,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.8671738505363464,0.8261136412620544,0.8671738505363464,salamandra,ca,ca,ca,AnysActiusDataD'inici
relation,ca,activeYearsStartYear,active Years Start Year,Anys actius Any d'inici,active Years Comença l' any,anys actius Any d'inici,0.9,0.36,1.0,0.36,0,1,0,anys actius Any d'inici,anys actius Any d'inici,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.8224338889122009,0.9082058668136596,0.8445925712585449,salamandra,ca,oc,ca,AnysActiusAnyD'inici
relation,ca,addedToTheNationalRegisterOfHistoricPlaces,added To The National Register Of Historic Places,afegit al Registre Nacional de Llocs Històrics,S' ha afegit al Registre Nacional de Llocs Històrics,Afegit al Registre Nacional de Llocs Històrics,0.9,0.9388,1.0,0.9388,1,1,1,S' ha afegit al Registre Nacional de Llocs Històrics,S' ha afegit al Registre Nacional de Llocs Històrics,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.787513256072998,0.7989143133163452,0.7219007015228271,madlad,ca,ca,ca,S'HaAfegitAlRegistreNacionalDeLlocsHistòrics
relation,ca,address,address,adreça,adreça,adreça,0.9,1.0,1.0,1.0,1,1,1,adreça,adreça,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.8454568386077881,0.8454568386077881,0.8454568386077881,nllb,tr,tr,tr,Adreça
relation,ca,administrativeArrondissement,administrative Arrondissement,Arrondissement administratiu,Arrondissementfrance. kgm,arrondissement administratiu,0.9,0.6038,1.0,0.6038,0,1,0,arrondissement administratiu,arrondissement administratiu,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.9445289373397828,0.7744741439819336,0.960067093372345,salamandra,fr,fr,fr,ArrondissementAdministratiu
relation,ca,affiliation,affiliation,afiliació,afiliació,afiliació,0.9,1.0,1.0,1.0,1,1,1,afiliació,afiliació,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.8783025741577148,0.8783025741577148,0.8783025741577148,nllb,es,es,es,Afiliació
relation,ca,aircraftFighter,aircraft Fighter,Avió de caça,Avió de combat,avió de combat,0.9,0.7692,0.7692,1.0,0,0,1,avió de combat,avió de combat,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.7871153354644775,0.842435896396637,0.8545318841934204,salamandra,ca,ca,ca,AvióDeCombat
relation,ca,aircraftHelicopter,aircraft Helicopter,Avió Helicòpter,Helicòpter,helicòpter,0.9,0.8,0.8,1.0,0,0,1,helicòpter,helicòpter,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.914429783821106,0.8634573221206665,0.8870515823364258,salamandra,ca,oc,oc,Helicòpter
relation,ca,album,album,àlbum,àlbum,àlbum,0.9,1.0,1.0,1.0,1,1,1,àlbum,àlbum,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.7535514831542969,0.7535514831542969,0.7535514831542969,nllb,ca,ca,ca,Àlbum
relation,ca,almaMater,alma Mater,Alma Mater,alma MaterConstellation name (optional),alma Mater,0.9,0.0,0.0,0.4082,0,0,0,alma Mater,alma Mater,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,,0.8570457696914673,1.0,salamandra,en,af,hu,AlmaMater
relation,ca,alternativeName,alternative Name,Nom alternatiu,Nom alternatiu,Nom alternatiu,0.9,0.0,0.0,0.0,0,0,0,Nom alternatiu,Nom alternatiu,mt_vote,2026-02-28T20:54:19,,,,,en,en,en,NomAlternatiu
relation,ca,anthem,anthem,himne,himne,himne,0.9,0.0,0.0,0.0,0,0,0,himne,himne,mt_vote,2026-02-28T20:54:19,,,,,en,en,en,Himne
relation,ca,apoapsis,apoapsis,apopsis,apoapsis,apoapsis,0.9,0.0,0.0,0.0,0,0,0,apoapsis,apoapsis,mt_vote,2026-02-28T20:54:19,,,,,en,en,en,Apoapsis
relation,ca,architect,architect,arquitecte,arquitecte,arquitecte,0.9,0.0,0.0,0.0,0,0,0,arquitecte,arquitecte,mt_vote,2026-02-28T20:54:20,,,,,en,en,en,Arquitecte
relation,ca,architecturalStyle,architectural Style,estil arquitectònic,Estil arquitectònic,estil arquitectònic,0.9,1.0,1.0,1.0,1,1,1,estil arquitectònic,estil arquitectònic,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.8332154750823975,0.7902575731277466,0.8332154750823975,nllb,ht,oc,ht,EstilArquitectònic
relation,ca,architecture,architecture,arquitectura,arquitectura,arquitectura,0.9,1.0,1.0,1.0,1,1,1,arquitectura,arquitectura,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.8538683652877808,0.8538683652877808,0.8538683652877808,nllb,fr,fr,fr,Arquitectura
relation,ca,areaCode,area Code,Codi de zona,Codi d' àrea,Còdi d'àrea,0.9,0.6667,0.6087,0.8696,0,0,0,Codi d' àrea,Codi d' àrea,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.8075168132781982,0.8737177848815918,0.7939143180847168,madlad,it,ca,ca,CodiD'Àrea
relation,ca,areaMetro,area Metro,Àrea metropolitana,àrea Metro,àrea Metro,0.9,0.7143,0.7143,1.0,0,0,1,àrea Metro,àrea Metro,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.8559011816978455,0.960911512374878,0.960911512374878,madlad,es,ca,ca,ÀreaMetro
relation,ca,areaOfLand,area Of Land,Àrea del terreny,àrea de terra,àrea de terra,0.9,0.8276,0.8276,1.0,0,0,1,àrea de terra,àrea de terra,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.8833950161933899,0.8720607757568359,0.8720607757568359,madlad,it,ca,ca,ÀreaDeTerra
relation,ca,areaOfWater,area Of Water,Àrea d'aigua,Àrea de l' aigua,àrea d'aigua,0.9,0.8571,1.0,0.8571,0,1,0,Àrea d'aigua,Àrea d'aigua,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.9092637300491332,0.911992371082306,0.9007445573806764,nllb,ca,ca,ca,ÀreaD'aigua
relation,ca,areaTotal,area Total,Superfície total,Total de l' àrea,àrea Total,0.9,0.3125,0.5385,0.3846,0,0,0,Total de l' àrea,Total de l' àrea,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.7562378644943237,0.9135282635688782,0.8792758584022522,madlad,sk,ca,ca,TotalDeL'Àrea
relation,ca,areaUrban,area Urban,Àrea urbana,àrea urbana,àrea Urban,0.9,0.0,0.0,0.9524,0,0,1,àrea Urban,àrea Urban,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,,0.933890163898468,0.947511911392212,salamandra,en,ca,ca,ÀreaUrban
relation,ca,artist,artist,artista,artista,artista,0.9,0.0,0.0,0.0,0,0,0,artista,artista,mt_vote,2026-02-28T20:54:22,,,,,en,en,en,Artista
relation,ca,assembly,assembly,assemblea,assemblatge,assemblea,0.9,0.8,1.0,0.8,0,1,0,assemblea,assemblea,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.887011706829071,0.8055569529533386,0.887011706829071,salamandra,fr,ca,fr,Assemblea
relation,ca,associatedBand/associatedMusicalArtist,associated Band/associated Musical Artist,banda associada/artista musical associat,associated Band/ associated Musical Artist,banda associada/artista musical associat,0.9,0.0,1.0,0.0,0,1,0,banda associada/artista musical associat,banda associada/artista musical associat,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.8505858182907104,,0.8505858182907104,salamandra,ms,en,ms,BandaAssociada/artistaMusicalAssociat
relation,ca,associatedRocket,associated Rocket,Rocket associat,associat Rocket,Rocket associat,0.9,0.0,0.0,0.0,0,0,0,Rocket associat,Rocket associat,mt_vote,2026-02-28T20:54:23,,,,,en,en,en,RocketAssociat
relation,ca,attackAircraft,attack Aircraft,Avions d'atac,Avió d' atac,avió d'atac,0.9,0.8,0.8333,0.9565,0,0,1,avió d'atac,avió d'atac,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.8716556429862976,0.8870053291320801,0.8895550966262817,salamandra,fr,ca,ca,AvióD'atac
relation,ca,author,author,autor,autor,author,0.9,1.0,0.0,0.0,1,0,0,autor,autor,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.920589804649353,0.920589804649353,,madlad,es,es,en,Autor
relation,ca,averageSpeed,average Speed,Velocitat mitjana,Velocitat mitjana,Velocitat mitjana,0.9,1.0,1.0,1.0,1,1,1,Velocitat mitjana,Velocitat mitjana,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.738021731376648,0.738021731376648,0.738021731376648,nllb,de,de,de,VelocitatMitjana
relation,ca,award,award,Premi,premi,award,0.9,0.0,0.0,0.0,0,0,0,premi,premi,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,,0.7221387028694153,,madlad,en,fr,en,Premi
relation,ca,awards,awards,Premis,Premis,premis,0.9,1.0,0.0,0.0,1,0,0,Premis,Premis,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.8544696569442749,0.8544696569442749,,madlad,et,et,en,Premis
relation,ca,background,background,antecedents,fons,background,0.9,0.0,0.0,0.0,0,0,0,antecedents,antecedents,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.6833277940750122,,,nllb,es,en,en,Antecedents
relation,ca,backupPilot,backup Pilot,Reparació del pilot,Pilot de còpia de seguretat,backup Pilot,0.9,0.2174,0.5161,0.2564,0,0,0,backup Pilot,backup Pilot,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.7978756427764893,0.7819005846977234,1.000000238418579,salamandra,ca,ca,ro,BackupPilot
relation,ca,bandMember,band Member,Membre de la banda,Membre de la banda,membre de la banda,0.9,1.0,1.0,1.0,1,1,1,membre de la banda,membre de la banda,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.8838754892349243,0.8838754892349243,0.9095696210861206,salamandra,fr,fr,fr,MembreDeLaBanda
relation,ca,battle,battle,batalla,batalla,batalla,0.9,1.0,1.0,1.0,1,1,1,batalla,batalla,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.8746160268783569,0.8746160268783569,0.8746160268783569,nllb,it,it,it,Batalla
relation,ca,bedCount,bed Count,llistat de llit,Recompte de llits,Compte de llits,0.9,0.5625,0.6,0.9375,0,0,1,Compte de llits,Compte de llits,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.6599137783050537,0.7396742105484009,0.7601748704910278,salamandra,ca,ca,ca,CompteDeLlits
relation,ca,bird,bird,ocell,ocell,ocell,0.9,0.0,0.0,0.0,0,0,0,ocell,ocell,mt_vote,2026-02-28T20:54:26,,,,,en,en,en,Ocell
relation,ca,birthDate,birth Date,Data de naixement,Data de naixement,Data de naixement,0.9,1.0,1.0,1.0,1,1,1,Data de naixement,Data de naixement,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.908044695854187,0.908044695854187,0.908044695854187,nllb,es,es,es,DataDeNaixement
relation,ca,birthName,birth Name,Nom de naixement,Nom de naixement,Nom de naixement,0.9,1.0,1.0,1.0,1,1,1,Nom de naixement,Nom de naixement,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.8766043186187744,0.8766043186187744,0.8766043186187744,nllb,es,es,es,NomDeNaixement
relation,ca,birthPlace,birth Place,Lloc de naixement,Lloc de naixement,Lloc de naixement,0.9,1.0,1.0,1.0,1,1,1,Lloc de naixement,Lloc de naixement,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.7840182781219482,0.7840182781219482,0.7840182781219482,nllb,ca,ca,ca,LlocDeNaixement
relation,ca,birthYear,birth Year,Any de naixement,any de naixement,Any de naixement,0.9,1.0,1.0,1.0,1,1,1,any de naixement,any de naixement,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.7919597625732422,0.83074951171875,0.7919597625732422,madlad,es,ca,es,AnyDeNaixement
relation,ca,bodyStyle,body Style,Estil de cos,Estil del cos,estil del cos,0.9,0.96,0.96,1.0,1,1,1,estil del cos,estil del cos,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.7185360193252563,0.7985478043556213,0.8163470029830933,salamandra,es,ca,ca,EstilDelCos
relation,ca,broadcastedBy,broadcasted By,emès per,difosa per,transmès per,0.9,0.5556,0.7,0.4545,0,0,0,transmès per,transmès per,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.5223026275634766,0.5714704990386963,0.6510553359985352,salamandra,oc,tl,oc,TransmèsPer
relation,ca,budget,budget,pressupost,pressupost,pressupost,0.9,0.0,0.0,0.0,0,0,0,pressupost,pressupost,mt_vote,2026-02-28T20:54:29,,,,,en,en,en,Pressupost
relation,ca,buildDate,build Date,data de construcció,Data de construcció,build Date,0.9,1.0,0.0,0.0,1,0,0,data de construcció,data de construcció,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.7834088206291199,0.7699601650238037,,nllb,ca,ca,en,DataDeConstrucció
relation,ca,builder,builder,constructor,constructor,constructor,0.9,0.0,0.0,0.0,0,0,0,constructor,constructor,mt_vote,2026-02-28T20:54:29,,,,,en,en,en,Constructor
relation,ca,buildingStartDate,building Start Date,Edifici Data d'inici,Data d' inici de la construcció,Data d'inici de la construcció,0.9,0.4706,0.48,0.9836,0,0,1,Data d' inici de la construcció,Data d' inici de la construcció,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.7743452787399292,0.7544064521789551,0.7407824397087097,madlad,it,ca,ca,DataD'IniciDeLaConstrucció
relation,ca,buildingType,building Type,Edifici Tipus,Tipus d' edifici,Tipus d'edifici,0.9,0.4828,0.5,0.9677,0,0,1,Tipus d'edifici,Tipus d'edifici,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.7819739580154419,0.9001534581184387,0.9219592809677124,salamandra,it,ca,ca,TipusD'edifici
relation,ca,campus,campus,campus,campus,campus,0.9,0.0,0.0,0.0,0,0,0,campus,campus,mt_vote,2026-02-28T20:54:30,,,,,en,en,en,Campus
relation,ca,capital,capital,capital,capital,capital,0.9,0.0,0.0,0.0,0,0,0,capital,capital,mt_vote,2026-02-28T20:54:30,,,,,en,en,en,Capital
relation,ca,carbohydrate,carbohydrate,hidrat de carboni,hidrat de carboni,carbohidrat,0.9,1.0,0.4286,0.4286,1,0,0,hidrat de carboni,hidrat de carboni,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.7750824093818665,0.7750824093818665,0.9560211896896362,madlad,ca,ca,lt,HidratDeCarboni
relation,ca,category,category,categoria,Pàgina d' inici de l' usuari,categoria,0.9,0.0,0.0,0.0,0,0,0,Pàgina d' inici de l' usuari,Pàgina d' inici de l' usuari,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,,0.571500837802887,,madlad,en,ca,en,PàginaD'IniciDeL'Usuari
relation,ca,ceremonialCounty,ceremonial County,comtat cerimonial,Comtat cerimonial,Comtat cerimonial,0.9,0.0,0.0,0.0,0,0,0,comtat cerimonial,comtat cerimonial,mt_vote,2026-02-28T20:54:31,,,,,en,en,en,ComtatCerimonial
relation,ca,certification,certification,certificació,Certificació,certificació,0.9,1.0,1.0,1.0,1,1,1,certificació,certificació,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.9064557552337646,0.9048811793327332,0.9064557552337646,nllb,es,es,es,Certificació
relation,ca,chairman,chairman,president,president,president,0.9,0.0,0.0,0.0,0,0,0,president,president,mt_vote,2026-02-28T20:54:32,,,,,en,en,en,President
relation,ca,chairmanTitle,chairman Title,president Títol,president Títol,títol de president,0.9,1.0,0.5455,0.5455,1,0,0,president Títol,president Títol,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.6305636763572693,0.6305636763572693,0.7715393900871277,madlad,hu,hu,es,PresidentTítol
relation,ca,chairperson,chairperson,president,president,president,0.9,0.0,0.0,0.0,0,0,0,president,president,mt_vote,2026-02-28T20:54:32,,,,,en,en,en,President
relation,ca,champions,champions,campions,campions,campions,0.9,0.0,0.0,0.0,0,0,0,campions,campions,mt_vote,2026-02-28T20:54:33,,,,,en,en,en,Campions
relation,ca,chancellor,chancellor,Canceller,chancellor,canceller,0.9,0.0,0.0,0.0,0,0,0,Canceller,Canceller,mt_vote,2026-02-28T20:54:33,,,,,en,en,en,Canceller
relation,ca,chief,chief,cap,cap,cap,0.9,0.0,0.0,0.0,0,0,0,cap,cap,mt_vote,2026-02-28T20:54:33,,,,,en,en,en,Cap
relation,ca,child,child,nen,fill,infant,0.9,0.0,0.0,0.0,0,0,0,infant,infant,mt_vote,2026-02-28T20:54:33,,,,,en,en,en,Infant
relation,ca,christeningDate,christening Date,data de baptisme,christening Date,Data del bateig,0.9,0.25,0.7742,0.2581,0,0,0,christening Date,christening Date,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.7794864177703857,1.0000001192092896,0.674034059047699,madlad,es,de,it,ChristeningDate
relation,ca,cinematography,cinematography,cinematografia,cinematografia,cinematografia,0.9,0.0,0.0,0.0,0,0,0,cinematografia,cinematografia,mt_vote,2026-02-28T20:54:34,,,,,en,en,en,Cinematografia
relation,ca,citizenship,citizenship,ciutadania,Ciutadania,ciutadania,0.9,1.0,1.0,1.0,1,1,1,Ciutadania,Ciutadania,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.6487984657287598,0.7258840203285217,0.6487984657287598,madlad,pl,pl,pl,Ciutadania
relation,ca,city,city,ciutat,ciutat,ciutat,0.9,1.0,1.0,1.0,1,1,1,ciutat,ciutat,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.8909471035003662,0.8909471035003662,0.8909471035003662,nllb,ca,ca,ca,Ciutat
relation,ca,cityServed,city Served,ciutat Servit,ciutat servida,ciutat Servida,0.9,0.8889,0.8889,1.0,0,0,1,ciutat Servida,ciutat Servida,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.8485870361328125,0.8349454998970032,0.8630535006523132,salamandra,ca,ca,ca,CiutatServida
relation,ca,class,class,classe,classe,class,0.9,0.0,0.0,0.0,0,0,0,classe,classe,mt_vote,2026-02-28T20:54:35,,,,,en,en,en,Classe
relation,ca,club,club,club,trèvols,club,0.9,0.0,0.0,0.0,0,0,0,trèvols,trèvols,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,,0.5841509699821472,,madlad,en,fr,en,Trèvols
relation,ca,coach,coach,entrenador,entrenador,entrenador,0.9,1.0,1.0,1.0,1,1,1,entrenador,entrenador,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.8734762668609619,0.8734762668609619,0.8734762668609619,nllb,es,es,es,Entrenador
relation,ca,codenCode,coden Code,codi codi,Codi de codificació,coden Code,0.9,0.6429,0.7368,0.5517,0,0,0,coden Code,coden Code,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.82440185546875,0.822227954864502,1.0,salamandra,it,ca,de,CodenCode
relation,ca,college,college,universitat,col·legi,college,0.9,0.1053,0.0,0.0,0,0,0,col·legi,col·legi,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:44,0.7523463368415833,0.7997588515281677,,madlad,es,ca,en,Col·legi
relation,ca,colour,colour,color,color,color,0.9,0.0,0.0,0.0,0,0,0,color,color,mt_vote,2026-02-28T20:54:36,,,,,en,en,en,Color
