kind,lang,source_token,source_query_text,qid,wikidata_label,wikidata_aliases_json,mt_nllb,mt_madlad,mt_salamandra,vote_threshold,sim_nllb_madlad,sim_nllb_salamandra,sim_madlad_salamandra,agree_nllb_madlad,agree_nllb_salamandra,agree_madlad_salamandra,mt_voted,final_text,final_source,processed_at,cos_en_nllb,cos_en_madlad,cos_en_salamandra,gte_winner,lang_nllb,lang_madlad,lang_salamandra,output_token
entity,ca,"""0001-8392""",0001-8392,,,[],,,,0.9,,,,,,,,0001-8392,passthrough_number_symbols,2026-02-28T19:52:38,,,,,und,und,und,0001-8392
entity,ca,"""0002-9327""",0002-9327,,,[],,,,0.9,,,,,,,,0002-9327,passthrough_number_symbols,2026-02-28T19:52:38,,,,,und,und,und,0002-9327
entity,ca,"""0025-5858""",0025-5858,,,[],,,,0.9,,,,,,,,0025-5858,passthrough_number_symbols,2026-02-28T19:52:38,,,,,und,und,und,0025-5858
entity,ca,"""0236-5294""",0236-5294,,,[],,,,0.9,,,,,,,,0236-5294,passthrough_number_symbols,2026-02-28T19:52:38,,,,,und,und,und,0236-5294
entity,ca,"""0269-9370""",0269-9370,,,[],,,,0.9,,,,,,,,0269-9370,passthrough_number_symbols,2026-02-28T19:52:38,,,,,und,und,und,0269-9370
entity,ca,"""03/21""",03/21,,,[],,,,0.9,,,,,,,,03/21,passthrough_number_symbols,2026-02-28T19:52:38,,,,,und,und,und,03/21
entity,ca,"""03L/21R""",03L/21R,,,[],03L/21R,03L/21R,03L/21R,0.9,1.0,1.0,1.0,1.0,1.0,1.0,03L/21R,03L/21R,mt_vote,2026-02-28T19:52:39,,,,,en,en,en,03L/21R
entity,ca,"""03R/21L""",03R/21L,,,[],03R/21L,03R/21L,03R/21L,0.9,1.0,1.0,1.0,1.0,1.0,1.0,03R/21L,03R/21L,mt_vote,2026-02-28T19:52:40,,,,,en,en,en,03R/21L
entity,ca,"""04/22 'Oostbaan'""",04/22 'Oostbaan',,,[],"04/22 ""Oostbaan""",04/22 'Oostbaan',04/22 'Oostbaan',0.9,0.875,0.875,1.0,0.0,0.0,1.0,04/22 'Oostbaan',04/22 'Oostbaan',mt_vote_revoted_gte_langfilter,2026-02-28T21:16:33,0.9911537170410156,1.0000001192092896,1.0000001192092896,madlad,nl,nl,nl,04/22_'Oostbaan'
entity,ca,"""0567-7920""",0567-7920,,,[],,,,0.9,,,,,,,,0567-7920,passthrough_number_symbols,2026-02-28T19:52:41,,,,,und,und,und,0567-7920
entity,ca,"""05L/23R""",05L/23R,,,[],05L/23R,05L/23R,05L/23R,0.9,1.0,1.0,1.0,1.0,1.0,1.0,05L/23R,05L/23R,mt_vote,2026-02-28T19:52:42,,,,,en,en,en,05L/23R
entity,ca,"""06/24 'Kaagbaan'""",06/24 'Kaagbaan',,,[],"06/24 ""Kaagbaan""",06/24 'Kaagbaan',06/24 'Kaagbaan',0.9,0.875,0.875,1.0,0.0,0.0,1.0,06/24 'Kaagbaan',06/24 'Kaagbaan',mt_vote_revoted_gte_langfilter,2026-02-28T21:16:33,0.986314058303833,1.0,1.0,madlad,nl,nl,nl,06/24_'Kaagbaan'
entity,ca,"""07/25""",07/25,,,[],,,,0.9,,,,,,,,07/25,passthrough_number_symbols,2026-02-28T19:52:42,,,,,und,und,und,07/25
entity,ca,"""08/26""",08/26,,,[],,,,0.9,,,,,,,,08/26,passthrough_number_symbols,2026-02-28T19:52:42,,,,,und,und,und,08/26
entity,ca,"""09/27 'Buitenveldertbaan'""",09/27 'Buitenveldertbaan',,,[],"09/27 ""Buitenveldertbaan""",09/27 'Buitenveldertbaan',09/27 'Buitenveldertbaan',0.9,0.92,0.92,1.0,1.0,1.0,1.0,09/27 'Buitenveldertbaan',09/27 'Buitenveldertbaan',mt_vote_revoted_gte_langfilter,2026-02-28T21:16:33,0.9929041266441344,1.0000001192092896,1.0000001192092896,madlad,nl,nl,nl,09/27_'Buitenveldertbaan'
entity,ca,"""0965-2140""",0965-2140,,,[],,,,0.9,,,,,,,,0965-2140,passthrough_number_symbols,2026-02-28T19:52:43,,,,,und,und,und,0965-2140
entity,ca,"""09L/27R""",09L/27R,,,[],09L/27R,09L/27R,09L/27R,0.9,1.0,1.0,1.0,1.0,1.0,1.0,09L/27R,09L/27R,mt_vote,2026-02-28T19:52:44,,,,,en,en,en,09L/27R
entity,ca,"""09R/27L""",09R/27L,,,[],09R/27L,09R/27L,09R/27L,0.9,1.0,1.0,1.0,1.0,1.0,1.0,09R/27L,09R/27L,mt_vote,2026-02-28T19:52:45,,,,,en,en,en,09R/27L
entity,ca,"""1-4-2 Nakadori""",1-4-2 Nakadori,,,[],1-4-2 Nakadori,1-4-2 Nakadori,1-4-2 Nakadori,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1-4-2 Nakadori,1-4-2 Nakadori,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:33,1.0000001192092896,1.0000001192092896,1.0000001192092896,nllb,es,es,es,1-4-2_Nakadori
entity,ca,"""1-4165-2060-0""",1-4165-2060-0,,,[],,,,0.9,,,,,,,,1-4165-2060-0,passthrough_number_symbols,2026-02-28T19:52:45,,,,,und,und,und,1-4165-2060-0
entity,ca,"""1-56947-301-3""",1-56947-301-3,,,[],,,,0.9,,,,,,,,1-56947-301-3,passthrough_number_symbols,2026-02-28T19:52:45,,,,,und,und,und,1-56947-301-3
entity,ca,"""1.337""",1.337,,,[],,,,0.9,,,,,,,,1.337,passthrough_number_symbols,2026-02-28T19:52:45,,,,,und,und,und,1.337
entity,ca,"""1.524""",1.524,,,[],,,,0.9,,,,,,,,1.524,passthrough_number_symbols,2026-02-28T19:52:45,,,,,und,und,und,1.524
entity,ca,"""1/19""",1/19,,,[],,,,0.9,,,,,,,,1/19,passthrough_number_symbols,2026-02-28T19:52:45,,,,,und,und,und,1/19
entity,ca,"""100305.0""(minutes)","""100305.0""(minutes)",,,[],"""100305.0"" (minutes)","""100305. 0"" (minuts)","""100305.0""(minuts)",0.9,0.0,0.0,0.9474,0.0,0.0,1.0,"""100305.0""(minuts)","""100305.0""(minuts)",mt_vote_revoted_gte_langfilter,2026-02-28T21:16:33,,0.9184166193008424,0.9991159439086914,salamandra,en,de,de,"""100305.0""(minuts)"
entity,ca,"""101 Ukrop Way""",101 Ukrop Way,,,[],101 Ucrop Way,101 Ukrop Way,101 Ukrop Way,0.9,0.9231,0.9231,1.0,1.0,1.0,1.0,101 Ukrop Way,101 Ukrop Way,mt_vote,2026-02-28T19:52:47,,,,,en,en,en,101_Ukrop_Way
entity,ca,"""1046-8188""",1046-8188,,,[],,,,0.9,,,,,,,,1046-8188,passthrough_number_symbols,2026-02-28T19:52:47,,,,,und,und,und,1046-8188
entity,ca,"""1080-6377""",1080-6377,,,[],,,,0.9,,,,,,,,1080-6377,passthrough_number_symbols,2026-02-28T19:52:47,,,,,und,und,und,1080-6377
entity,ca,"""10L/28R""",10L/28R,,,[],10L/28R,10L/28R,10L/28R,0.9,1.0,1.0,1.0,1.0,1.0,1.0,10L/28R,10L/28R,mt_vote,2026-02-28T19:52:48,,,,,en,en,en,10L/28R
entity,ca,"""10R/28L""",10R/28L,,,[],10R/28L,10R/28L,10R/28L,0.9,1.0,1.0,1.0,1.0,1.0,1.0,10R/28L,10R/28L,mt_vote,2026-02-28T19:52:48,,,,,en,en,en,10R/28L
entity,ca,"""11/29""",11/29,,,[],,,,0.9,,,,,,,,11/29,passthrough_number_symbols,2026-02-28T19:52:48,,,,,und,und,und,11/29
entity,ca,"""110 million (dollars)""",110 million (dollars),,,[],110 milions (dollars),110 milions (dollars),110 milions (dòlars),0.9,0.0,0.0,0.0,0.0,0.0,0.0,110 milions (dòlars),110 milions (dòlars),mt_vote_revoted_gte_langfilter,2026-02-28T21:16:33,,,0.9514931440353394,salamandra,en,en,oc,110_milions_(dòlars)
entity,ca,"""1174""",1174,,,[],,,,0.9,,,,,,,,1174,passthrough_number_symbols,2026-02-28T19:52:49,,,,,und,und,und,1174
entity,ca,"""12/30""",12/30,,,[],,,,0.9,,,,,,,,12/30,passthrough_number_symbols,2026-02-28T19:52:49,,,,,und,und,und,12/30
entity,ca,"""120 million (Australian dollars)""",120 million (Australian dollars),,,[],120 milions (dólars australians),120 milions (dòlars australians),120 milions (dòlars australians),0.9,0.9688,0.9688,1.0,1.0,1.0,1.0,120 milions (dólars australians),120 milions (dólars australians),mt_vote_revoted_gte_langfilter,2026-02-28T21:16:33,0.9371452331542968,0.9143917560577391,0.9143917560577391,nllb,es,oc,oc,120_milions_(dólars_australians)
entity,ca,"""12L/30R""",12L/30R,,,[],12L/30R,12L/30R,12L/30R,0.9,1.0,1.0,1.0,1.0,1.0,1.0,12L/30R,12L/30R,mt_vote,2026-02-28T19:52:50,,,,,en,en,en,12L/30R
entity,ca,"""12R/30L""",12R/30L,,,[],12R/30L,12R/ 30L,12R/30L,0.9,0.9333,1.0,0.9333,1.0,1.0,1.0,12R/30L,12R/30L,mt_vote,2026-02-28T19:52:51,,,,,en,en,en,12R/30L
entity,ca,"""13/31""",13/31,,,[],,,,0.9,,,,,,,,13/31,passthrough_number_symbols,2026-02-28T19:52:51,,,,,und,und,und,13/31
entity,ca,"""13017.0""(minutes)","""13017.0""(minutes)",,,[],"""13017.0"" (minutes)","""13017. 0"" (minuts)","""13017.0""(minuts)",0.9,0.0,0.0,0.9444,0.0,0.0,1.0,"""13017.0""(minuts)","""13017.0""(minuts)",mt_vote_revoted_gte_langfilter,2026-02-28T21:16:33,,0.9397411942481996,0.999258041381836,salamandra,en,de,de,"""13017.0""(minuts)"
entity,ca,"""1360-0443""",1360-0443,,,[],,,,0.9,,,,,,,,1360-0443,passthrough_number_symbols,2026-02-28T19:52:52,,,,,und,und,und,1360-0443
entity,ca,"""14/32""",14/32,,,[],,,,0.9,,,,,,,,14/32,passthrough_number_symbols,2026-02-28T19:52:52,,,,,und,und,und,14/32
entity,ca,"""1473-5571""",1473-5571,,,[],,,,0.9,,,,,,,,1473-5571,passthrough_number_symbols,2026-02-28T19:52:52,,,,,und,und,und,1473-5571
entity,ca,"""14L/32R""",14L/32R,,,[],14L/32R,14L/32R,14L/32R,0.9,1.0,1.0,1.0,1.0,1.0,1.0,14L/32R,14L/32R,mt_vote,2026-02-28T19:52:53,,,,,en,en,en,14L/32R
entity,ca,"""14R/32L""",14R/32L,,,[],14R/32L,14R/ 32L,14R/32L,0.9,0.9333,1.0,0.9333,1.0,1.0,1.0,14R/32L,14R/32L,mt_vote,2026-02-28T19:52:53,,,,,en,en,en,14R/32L
entity,ca,"""15/33""",15/33,,,[],,,,0.9,,,,,,,,15/33,passthrough_number_symbols,2026-02-28T19:52:53,,,,,und,und,und,15/33
entity,ca,"""1558-2868""",1558-2868,,,[],,,,0.9,,,,,,,,1558-2868,passthrough_number_symbols,2026-02-28T19:52:53,,,,,und,und,und,1558-2868
entity,ca,"""1588-2632""",1588-2632,,,[],,,,0.9,,,,,,,,1588-2632,passthrough_number_symbols,2026-02-28T19:52:53,,,,,und,und,und,1588-2632
entity,ca,"""16/34""",16/34,,,[],,,,0.9,,,,,,,,16/34,passthrough_number_symbols,2026-02-28T19:52:53,,,,,und,und,und,16/34
entity,ca,"""1700""",1700,,,[],,,,0.9,,,,,,,,1700,passthrough_number_symbols,2026-02-28T19:52:53,,,,,und,und,und,1700
entity,ca,"""1732-2421""",1732-2421,,,[],,,,0.9,,,,,,,,1732-2421,passthrough_number_symbols,2026-02-28T19:52:53,,,,,und,und,und,1732-2421
entity,ca,"""17L/35R""",17L/35R,,,[],17L/35R,17L/35R,17L/35R,0.9,1.0,1.0,1.0,1.0,1.0,1.0,17L/35R,17L/35R,mt_vote,2026-02-28T19:52:54,,,,,en,en,en,17L/35R
entity,ca,"""17R/35L""",17R/35L,,,[],17R/35L,17R/ 35L,17R/35L,0.9,0.9333,1.0,0.9333,1.0,1.0,1.0,17R/35L,17R/35L,mt_vote,2026-02-28T19:52:54,,,,,en,en,en,17R/35L
entity,ca,"""1865-8784""",1865-8784,,,[],,,,0.9,,,,,,,,1865-8784,passthrough_number_symbols,2026-02-28T19:52:54,,,,,und,und,und,1865-8784
entity,ca,"""18C/36C 'Zwanenburgbaan'""",18C/36C 'Zwanenburgbaan',,,[],"18C/36C ""Zwanenburgbaan""",18C/36C 'Zwanenburgbaan',18C/36C 'Zwanenburgbaan',0.9,0.9167,0.9167,1.0,1.0,1.0,1.0,18C/36C 'Zwanenburgbaan',18C/36C 'Zwanenburgbaan',mt_vote_revoted_gte_langfilter,2026-02-28T21:16:33,0.9958722591400146,0.9999999403953552,0.9999999403953552,madlad,nl,nl,nl,18C/36C_'Zwanenburgbaan'
entity,ca,"""18L/36R 'Aalsmeerbaan'""",18L/36R 'Aalsmeerbaan',,,[],"18L/36R ""Aalsmeerbaan""",18L/36R 'Aalsmeerbaan',18L/36R 'Aalsmeerbaan',0.9,0.9091,0.9091,1.0,1.0,1.0,1.0,18L/36R 'Aalsmeerbaan',18L/36R 'Aalsmeerbaan',mt_vote_revoted_gte_langfilter,2026-02-28T21:16:33,0.9963338971138,1.0,1.0,madlad,nl,nl,nl,18L/36R_'Aalsmeerbaan'
entity,ca,"""18L/36R""",18L/36R,,,[],18L/36R,18L/36R,18L/36R,0.9,1.0,1.0,1.0,1.0,1.0,1.0,18L/36R,18L/36R,mt_vote,2026-02-28T19:52:57,,,,,en,en,en,18L/36R
entity,ca,"""18R/36L 'Polderbaan'""",18R/36L 'Polderbaan',,,[],"18R/36L ""Polderbaan""",18R/36L 'Polderbaan',18R/36L 'Polderbaan',0.9,0.9,0.9,1.0,1.0,1.0,1.0,18R/36L 'Polderbaan',18R/36L 'Polderbaan',mt_vote_revoted_gte_langfilter,2026-02-28T21:16:33,0.997960925102234,1.000000238418579,1.000000238418579,madlad,nl,nl,nl,18R/36L_'Polderbaan'
entity,ca,"""18R/36L""",18R/36L,,,[],18R/36L,18R/ 36L,18R/36L,0.9,0.9333,1.0,0.9333,1.0,1.0,1.0,18R/36L,18R/36L,mt_vote,2026-02-28T19:52:58,,,,,en,en,en,18R/36L
entity,ca,"""1907-07-11""",1907-07-11,,,[],,,,0.9,,,,,,,,1907-07-11,passthrough_number_symbols,2026-02-28T19:52:58,,,,,und,und,und,1907-07-11
entity,ca,"""1923 NZ1951 OB""",1923 NZ1951 OB,,,[],1923 NZ1951 OB,1923 NZ1951 OBobject name (optional),1923 NZ1951 OB,0.9,0.56,1.0,0.56,0.0,1.0,0.0,1923 NZ1951 OB,1923 NZ1951 OB,mt_vote,2026-02-28T19:52:59,,,,,en,en,en,1923_NZ1951_OB
entity,ca,"""1923 OAA907 XC""",1923 OAA907 XC,,,[],1923 OAA907 XC,1923 OAA907 XCobject name (optional),1923 OAA907 XC,0.9,0.56,1.0,0.56,0.0,1.0,0.0,1923 OAA907 XC,1923 OAA907 XC,mt_vote,2026-02-28T19:53:00,,,,,en,en,en,1923_OAA907_XC
entity,ca,"""1923-11-18""",1923-11-18,,,[],,,,0.9,,,,,,,,1923-11-18,passthrough_number_symbols,2026-02-28T19:53:00,,,,,und,und,und,1923-11-18
entity,ca,"""1927""",1927,,,[],,,,0.9,,,,,,,,1927,passthrough_number_symbols,2026-02-28T19:53:00,,,,,und,und,und,1927
entity,ca,"""1927-07-23""",1927-07-23,,,[],,,,0.9,,,,,,,,1927-07-23,passthrough_number_symbols,2026-02-28T19:53:00,,,,,und,und,und,1927-07-23
entity,ca,"""1928 PC""",1928 PC,,,[],1928 PC,1928 PC,1928 PC,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1928 PC,1928 PC,mt_vote,2026-02-28T19:53:01,,,,,en,en,en,1928_PC
entity,ca,"""1928 RQ""",1928 RQ,,,[],1928 RQ,1928 RQobject name (optional),1928 RQ,0.9,0.3889,1.0,0.3889,0.0,1.0,0.0,1928 RQ,1928 RQ,mt_vote,2026-02-28T19:53:02,,,,,en,en,en,1928_RQ
entity,ca,"""1928 SJ""",1928 SJ,,,[],1928 SJ,1928 SJobject name (optional),1928 SJ,0.9,0.3889,1.0,0.3889,0.0,1.0,0.0,1928 SJ,1928 SJ,mt_vote,2026-02-28T19:53:03,,,,,en,en,en,1928_SJ
entity,ca,"""1930 ST; 1952 HE4""",1930 ST; 1952 HE4,,,[],1930 ST; 1952 HE4,1930 ST; 1952 HE4,1930 ST; 1952 HE4,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1930 ST; 1952 HE4,1930 ST; 1952 HE4,mt_vote,2026-02-28T19:53:04,,,,,en,en,en,1930_ST;_1952_HE4
entity,ca,"""1930-01-20""",1930-01-20,,,[],,,,0.9,,,,,,,,1930-01-20,passthrough_number_symbols,2026-02-28T19:53:04,,,,,und,und,und,1930-01-20
entity,ca,"""1932-03-15""",1932-03-15,,,[],,,,0.9,,,,,,,,1932-03-15,passthrough_number_symbols,2026-02-28T19:53:04,,,,,und,und,und,1932-03-15
entity,ca,"""1932-07-27""",1932-07-27,,,[],,,,0.9,,,,,,,,1932-07-27,passthrough_number_symbols,2026-02-28T19:53:04,,,,,und,und,und,1932-07-27
entity,ca,"""1933-10-17""",1933-10-17,,,[],,,,0.9,,,,,,,,1933-10-17,passthrough_number_symbols,2026-02-28T19:53:04,,,,,und,und,und,1933-10-17
entity,ca,"""1966-02-28""",1966-02-28,,,[],,,,0.9,,,,,,,,1966-02-28,passthrough_number_symbols,2026-02-28T19:53:04,,,,,und,und,und,1966-02-28
entity,ca,"""1967 ED""",1967 ED,,,[],1967 ED,1967 ED,1967 ED,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1967 ED,1967 ED,mt_vote,2026-02-28T19:53:05,,,,,en,en,en,1967_ED
entity,ca,"""1969-09-01""",1969-09-01,,,[],,,,0.9,,,,,,,,1969-09-01,passthrough_number_symbols,2026-02-28T19:53:05,,,,,und,und,und,1969-09-01
entity,ca,"""1971-07-01""",1971-07-01,,,[],,,,0.9,,,,,,,,1971-07-01,passthrough_number_symbols,2026-02-28T19:53:05,,,,,und,und,und,1971-07-01
entity,ca,"""1973""",1973,,,[],,,,0.9,,,,,,,,1973,passthrough_number_symbols,2026-02-28T19:53:05,,,,,und,und,und,1973
entity,ca,"""1974-08-01""",1974-08-01,,,[],,,,0.9,,,,,,,,1974-08-01,passthrough_number_symbols,2026-02-28T19:53:05,,,,,und,und,und,1974-08-01
entity,ca,"""1978""",1978,,,[],,,,0.9,,,,,,,,1978,passthrough_number_symbols,2026-02-28T19:53:05,,,,,und,und,und,1978
entity,ca,"""1980-04-23""",1980-04-23,,,[],,,,0.9,,,,,,,,1980-04-23,passthrough_number_symbols,2026-02-28T19:53:05,,,,,und,und,und,1980-04-23
entity,ca,"""1983-10-03""",1983-10-03,,,[],,,,0.9,,,,,,,,1983-10-03,passthrough_number_symbols,2026-02-28T19:53:05,,,,,und,und,und,1983-10-03
entity,ca,"""1986-04-15""",1986-04-15,,,[],,,,0.9,,,,,,,,1986-04-15,passthrough_number_symbols,2026-02-28T19:53:05,,,,,und,und,und,1986-04-15
entity,ca,"""1987-02-27""",1987-02-27,,,[],,,,0.9,,,,,,,,1987-02-27,passthrough_number_symbols,2026-02-28T19:53:05,,,,,und,und,und,1987-02-27
entity,ca,"""1988-11-22""",1988-11-22,,,[],,,,0.9,,,,,,,,1988-11-22,passthrough_number_symbols,2026-02-28T19:53:05,,,,,und,und,und,1988-11-22
entity,ca,"""1998-07-21""",1998-07-21,,,[],,,,0.9,,,,,,,,1998-07-21,passthrough_number_symbols,2026-02-28T19:53:05,,,,,und,und,und,1998-07-21
entity,ca,"""1999 SN5""",1999 SN5,,,[],1999 SN5,1999 SN5object name (optional),1999 SN5,0.9,0.4211,1.0,0.4211,0.0,1.0,0.0,1999 SN5,1999 SN5,mt_vote,2026-02-28T19:53:05,,,,,en,en,en,1999_SN5
entity,ca,"""2 × MTU 16V 2000 M60 engine""",2 × MTU 16V 2000 M60 engine,,,[],2 × motor MTU 16V 2000 M60,2 × motor MTU 16V 2000 M60,Motor 2 × MTU 16V 2000 M60,0.9,1.0,0.8462,0.8462,1.0,0.0,0.0,2 × motor MTU 16V 2000 M60,2 × motor MTU 16V 2000 M60,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:33,0.9320915341377258,0.9320915341377258,0.9347432851791382,madlad,lt,lt,lt,2_×_motor_MTU_16V_2000_M60
entity,ca,"""2""",2,,,[],,,,0.9,,,,,,,,2,passthrough_number_symbols,2026-02-28T19:53:06,,,,,und,und,und,2
entity,ca,"""2/20""",2/20,,,[],,,,0.9,,,,,,,,2/20,passthrough_number_symbols,2026-02-28T19:53:06,,,,,und,und,und,2/20
entity,ca,"""2009-10-02""",2009-10-02,,,[],,,,0.9,,,,,,,,2009-10-02,passthrough_number_symbols,2026-02-28T19:53:06,,,,,und,und,und,2009-10-02
entity,ca,"""2013-09-28""",2013-09-28,,,[],,,,0.9,,,,,,,,2013-09-28,passthrough_number_symbols,2026-02-28T19:53:06,,,,,und,und,und,2013-09-28
entity,ca,"""2158-3226""",2158-3226,,,[],,,,0.9,,,,,,,,2158-3226,passthrough_number_symbols,2026-02-28T19:53:06,,,,,und,und,und,2158-3226
entity,ca,"""233""",233,,,[],,,,0.9,,,,,,,,233,passthrough_number_symbols,2026-02-28T19:53:06,,,,,und,und,und,233
entity,ca,"""248""",248,,,[],,,,0.9,,,,,,,,248,passthrough_number_symbols,2026-02-28T19:53:06,,,,,und,und,und,248
entity,ca,"""292""",292,,,[],,,,0.9,,,,,,,,292,passthrough_number_symbols,2026-02-28T19:53:06,,,,,und,und,und,292
entity,ca,"""3-speed automatic""",3-speed automatic,,,[],Automàtic de 3 velocitats,Automàtic de 3 velocitats,Automàtica de 3 velocitats,0.9,1.0,0.9804,0.9804,1.0,1.0,1.0,Automàtic de 3 velocitats,Automàtic de 3 velocitats,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:33,0.8652063608169556,0.8652063608169556,0.8481979370117188,nllb,ca,ca,ca,Automàtic_de_3_velocitats
entity,ca,"""3/21""",3/21,,,[],,,,0.9,,,,,,,,3/21,passthrough_number_symbols,2026-02-28T19:53:07,,,,,und,und,und,3/21
entity,ca,"""30 March 2007""",30 March 2007,,,[],30 de març de 2007,30 de març de 2007,30 de març de 2007,0.9,1.0,1.0,1.0,1.0,1.0,1.0,30 de març de 2007,30 de març de 2007,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:33,0.948327660560608,0.948327660560608,0.948327660560608,nllb,ca,ca,ca,30_de_març_de_2007
entity,ca,"""320""",320,,,[],,,,0.9,,,,,,,,320,passthrough_number_symbols,2026-02-28T19:53:08,,,,,und,und,und,320
entity,ca,"""360""",360,,,[],,,,0.9,,,,,,,,360,passthrough_number_symbols,2026-02-28T19:53:08,,,,,und,und,und,360
entity,ca,"""388""",388,,,[],,,,0.9,,,,,,,,388,passthrough_number_symbols,2026-02-28T19:53:08,,,,,und,und,und,388
entity,ca,"""39""",39,,,[],,,,0.9,,,,,,,,39,passthrough_number_symbols,2026-02-28T19:53:08,,,,,und,und,und,39
entity,ca,"""4-speed automatic (ZF 4HP18Q)""",4-speed automatic (ZF 4HP18Q),,,[],Automàtic de 4 velocitats (ZF 4HP18Q),Automàtic de 4 velocitats (ZF 4HP18Q),Automàtica de 4 velocitats (ZF 4HP18Q),0.9,1.0,0.9867,0.9867,1.0,1.0,1.0,Automàtic de 4 velocitats (ZF 4HP18Q),Automàtic de 4 velocitats (ZF 4HP18Q),mt_vote_revoted_gte_langfilter,2026-02-28T21:16:33,0.9332060813903807,0.9332060813903807,0.928100049495697,nllb,ca,ca,ca,Automàtic_de_4_velocitats_(ZF_4HP18Q)
entity,ca,"""4-speed automatic (ZF 4HP18QE)""",4-speed automatic (ZF 4HP18QE),,,[],Automàtic de 4 velocitats (ZF 4HP18QE),Automàtic de 4 velocitats (ZF 4HP18QE),Automàtica de 4 velocitats (ZF 4HP18QE),0.9,1.0,0.987,0.987,1.0,1.0,1.0,Automàtic de 4 velocitats (ZF 4HP18QE),Automàtic de 4 velocitats (ZF 4HP18QE),mt_vote_revoted_gte_langfilter,2026-02-28T21:16:33,0.9309407472610474,0.9309407472610474,0.927606165409088,nllb,ca,ca,ca,Automàtic_de_4_velocitats_(ZF_4HP18QE)
entity,ca,"""4/22""",4/22,,,[],,,,0.9,,,,,,,,4/22,passthrough_number_symbols,2026-02-28T19:53:10,,,,,und,und,und,4/22
entity,ca,"""42 m""",42 m,,,[],42 m,42 m,42 m,0.9,1.0,1.0,1.0,1.0,1.0,1.0,42 m,42 m,mt_vote,2026-02-28T19:53:11,,,,,en,en,en,42_m
entity,ca,"""448""",448,,,[],,,,0.9,,,,,,,,448,passthrough_number_symbols,2026-02-28T19:53:11,,,,,und,und,und,448
entity,ca,"""5-speed manual""",5-speed manual,,,[],5 gires manuals,Manual de 5 velocitats,Manual de 5 velocitats,0.9,0.0,0.0,1.0,0.0,0.0,1.0,Manual de 5 velocitats,Manual de 5 velocitats,mt_vote_revoted_gte_langfilter,2026-02-28T21:16:33,,0.7999167442321777,0.7999167442321777,madlad,en,es,es,Manual_de_5_velocitats
